,league_country,season,team,total_games,total_points,total_expected_points,points_per_game,expected_points_per_game,points_per_game_above_expectation
1023,Germany,2011,Hoffenheim,34,43.0,47.58749242529552,1.2647058823529411,1.3996321301557506,-0.13492624780280948
1024,France,2013,Nancy,38,38.0,43.14520994739544,1.0,1.1354002617735643,-0.13540026177356435
1025,Italy,2013,Atalanta,38,42.0,47.156550117300064,1.105263157894737,1.240961845192107,-0.13569868729737
1026,Germany,2013,Stuttgart,34,43.0,47.61733476783381,1.2647058823529411,1.4005098461127592,-0.13580396375981807
1027,England,2005,Portsmouth,38,39.0,44.18784225364183,1.0263157894736843,1.1628379540432061,-0.13652216456952182
1028,Italy,2016,Milan,38,57.0,62.21380637610039,1.5,1.6372054309500104,-0.13720543095001037
1029,England,2016,Sunderland,38,39.0,44.21891712151481,1.0263157894736843,1.163655713724074,-0.13733992425038966
1030,France,2012,Caen,38,38.0,43.220886193625944,1.0,1.1373917419375248,-0.1373917419375248
1031,Spain,2017,Celta,38,45.0,50.23692910527551,1.1842105263157894,1.3220244501388292,-0.1378139238230398
1032,Germany,2005,Wolfsburg,34,48.0,52.69474478953467,1.411764705882353,1.5498454349863138,-0.13808072910396074
1033,Spain,2012,Barcelona,38,91.0,96.28872522120153,2.3947368421052633,2.5339138216105668,-0.1391769795053035
1034,Spain,2014,Barcelona,38,87.0,92.34204935743998,2.289473684210526,2.430053930458947,-0.1405802462484207
1035,Italy,2015,Napoli,38,63.0,68.34975491992462,1.6578947368421053,1.798677761050648,-0.1407830242085426
1036,France,2015,Toulouse,38,42.0,47.36457532679918,1.105263157894737,1.2464361928105046,-0.1411730349157676
1037,England,2013,Man City,38,78.0,83.37160335777354,2.0526315789473686,2.193989562046672,-0.14135798309930347
1038,Spain,2007,Valencia,38,66.0,71.38209427824515,1.736842105263158,1.8784761652169777,-0.14163405995381972
1039,Germany,2013,Augsburg,34,33.0,37.86804138801656,0.9705882352941176,1.1137659231769577,-0.14317768788284002
1040,Italy,2008,Empoli,38,36.0,41.443725281061496,0.9473684210526315,1.0906243495016184,-0.14325592844898682
1041,Italy,2008,Lazio,38,46.0,51.449331840806266,1.2105263157894737,1.3539297852843755,-0.1434034694949018
1042,England,2017,Leicester,38,44.0,49.48237693977653,1.1578947368421053,1.3021678142046456,-0.14427307736254025
1043,Spain,2011,La Coruna,38,43.0,48.497800758345264,1.131578947368421,1.2762579146932964,-0.1446789673248754
1044,Spain,2010,Xerez,38,34.0,39.49915680396785,0.8947368421052632,1.0394514948412592,-0.14471465273599604
1045,Italy,2012,Napoli,38,61.0,66.52276613604326,1.605263157894737,1.7505991088432438,-0.14533595094850682
1046,England,2017,Man United,38,69.0,74.52856048044578,1.8157894736842106,1.961277907380152,-0.14548843369594144
1047,Italy,2011,Juventus,38,58.0,63.53698741510531,1.5263157894736843,1.6720259846080345,-0.14571019513435024
1048,Spain,2015,Ath Bilbao,38,55.0,60.541126182930405,1.4473684210526316,1.5931875311297474,-0.1458191100771158
1049,Italy,2016,Torino,38,45.0,50.54335456490656,1.1842105263157894,1.3300882780238568,-0.14587775170806738
1050,France,2009,Sochaux,38,42.0,47.54425612100981,1.105263157894737,1.251164634763416,-0.14590147686867905
1051,England,2015,Aston Villa,38,38.0,43.56291033434669,1.0,1.1463923772196498,-0.14639237721964982
1052,France,2015,Evian Thonon Gaillard,38,37.0,42.57763183774276,0.9736842105263158,1.1204639957300726,-0.14677978520375679
1053,England,2014,Sunderland,38,38.0,43.58024156004926,1.0,1.1468484621065596,-0.14684846210655955
1054,Spain,2019,Sociedad,17,19.0,21.504059888753808,1.1176470588235294,1.2649446993384592,-0.14729764051492977
1055,France,2006,Troyes,38,39.0,44.60226485932071,1.0263157894736843,1.173743812087387,-0.1474280226137028
1056,France,2005,Monaco,38,63.0,68.60334865725291,1.6578947368421053,1.805351280454024,-0.14745654361191862
1057,Germany,2007,Mainz,34,34.0,39.01607110083834,1.0,1.1475315029658335,-0.1475315029658335
1058,Germany,2012,Werder Bremen,34,42.0,47.079976648056885,1.2352941176470589,1.384705195531085,-0.14941107788402608
1059,Italy,2008,Palermo,38,47.0,52.69662623858119,1.236842105263158,1.386753322067926,-0.14991121680476804
1060,France,2015,Paris SG,38,83.0,88.69964136272986,2.1842105263157894,2.334201088492891,-0.1499905621771016
1061,France,2011,Auxerre,38,49.0,54.72016306935574,1.2894736842105263,1.4400042912988353,-0.150530607088309
1062,France,2006,Sochaux,38,44.0,49.750179618448996,1.1578947368421053,1.3092152531170789,-0.15132051627497356
1063,Italy,2014,Fiorentina,38,65.0,70.76542199892691,1.7105263157894737,1.8622479473401818,-0.15172163155070817
1064,Italy,2018,Bologna,38,39.0,44.77510762356915,1.0263157894736843,1.1782923058833987,-0.15197651640971443
1065,Italy,2010,Siena,38,31.0,36.79943132459219,0.8157894736842105,0.9684060874892682,-0.15261661380505764
1066,England,2017,Stoke,38,44.0,49.80010550603269,1.1578947368421053,1.3105290922640183,-0.15263435542191295
1067,Italy,2011,Inter,38,76.0,81.85394880279215,2.0,2.154051284284004,-0.15405128428400383
1068,Spain,2006,Sociedad,38,40.0,45.87472134330146,1.0526315789473684,1.2072295090342489,-0.1545979300868805
1069,Germany,2013,Fortuna Dusseldorf,34,30.0,35.29404179330126,0.8823529411764706,1.0380600527441548,-0.15570711156768424
1070,Spain,2007,Sociedad,38,35.0,40.96648866620408,0.9210526315789473,1.078065491215897,-0.15701285963694955
1071,France,2017,Nancy,38,35.0,40.980115843180506,0.9210526315789473,1.0784241011363291,-0.1573714695573818
1072,England,2006,Arsenal,38,67.0,72.99900222185542,1.763157894736842,1.9210263742593532,-0.15786847952251115
1073,France,2007,Troyes,38,39.0,44.99980799915392,1.0263157894736843,1.1842054736619454,-0.1578896841882611
1074,Germany,2010,Nurnberg,34,31.0,36.381632882573825,0.9117647058823529,1.0700480259580536,-0.15828332007570067
1075,Italy,2011,Fiorentina,38,51.0,57.01660634075546,1.3421052631578947,1.500437008967249,-0.15833174580935427
1076,Italy,2018,Chievo,38,40.0,46.01758845994799,1.0526315789473684,1.2109891699986313,-0.1583575910512629
1077,Germany,2017,M'gladbach,34,45.0,50.38724806774538,1.3235294117647058,1.4819778843454525,-0.15844847258074668
1078,France,2012,Lyon,38,64.0,70.0332580878947,1.6842105263157894,1.8429804759972288,-0.15876994968143943
1079,England,2010,Burnley,38,30.0,36.04392115481092,0.7894736842105263,0.9485242409160768,-0.15905055670555046
1080,Italy,2014,Lazio,38,56.0,62.06155378314689,1.4736842105263157,1.6331987837670234,-0.15951457324070772
1081,England,2009,Sunderland,38,36.0,42.097159746529115,0.9473684210526315,1.1078199933297135,-0.16045157227708196
1082,Spain,2015,La Coruna,38,35.0,41.12585356679468,0.9210526315789473,1.0822593043893338,-0.16120667281038648
1083,France,2008,Strasbourg,38,35.0,41.14706882533893,0.9210526315789473,1.0828176006668138,-0.16176496908786642
1084,Spain,2012,Sp Gijon,38,37.0,43.160358010726526,0.9736842105263158,1.1357988950191191,-0.1621146844928033
1085,England,2009,Blackburn,38,41.0,47.173841270564324,1.0789473684210527,1.2414168755411665,-0.16246950712011388
1086,Spain,2013,Real Madrid,38,85.0,91.18470369352909,2.236842105263158,2.3995974656191863,-0.16275536035602833
1087,Spain,2011,Hercules,38,35.0,41.188345025447916,0.9210526315789473,1.0839038164591557,-0.16285118488020833
1088,Spain,2009,Betis,38,42.0,48.18984263234683,1.105263157894737,1.2681537534828113,-0.1628905955880744
1089,Spain,2019,Barcelona,17,37.0,39.77939131289675,2.176470588235294,2.3399641948762793,-0.16349360664098533
1090,England,2008,Middlesbrough,38,42.0,48.25751439402974,1.105263157894737,1.269934589316572,-0.16467143142183516
1091,Italy,2013,Genoa,38,38.0,44.26704981494291,1.0,1.1649223635511292,-0.16492236355112921
1092,Italy,2015,Udinese,38,41.0,47.27396636320028,1.0789473684210527,1.2440517464000074,-0.16510437797895472
1093,Italy,2005,Inter,38,72.0,78.27465265239566,1.894736842105263,2.0598592803262017,-0.16512243822093864
1094,Spain,2017,Las Palmas,38,39.0,45.29924241656167,1.0263157894736843,1.192085326751623,-0.16576953727793864
1095,England,2005,West Brom,38,34.0,40.32224004224413,0.8947368421052632,1.061111580059056,-0.16637473795379287
1096,Germany,2005,M'gladbach,34,36.0,41.68171683996559,1.0588235294117647,1.225932848234282,-0.16710931882251723
1097,Spain,2007,Ath Bilbao,38,40.0,46.35897903389154,1.0526315789473684,1.21997313247083,-0.1673415535234617
1098,France,2014,Rennes,38,46.0,52.37705394982959,1.2105263157894737,1.3783435249955154,-0.1678172092060417
1099,England,2014,West Brom,38,36.0,42.436461687227265,0.9473684210526315,1.1167489917691384,-0.16938057071650692
1100,France,2010,Bordeaux,38,64.0,70.4436635420489,1.6842105263157894,1.8537806195276025,-0.16957009321181316
1101,Germany,2010,Hannover,34,33.0,38.78905336142372,0.9705882352941176,1.1408545106301093,-0.1702662753359917
1102,Germany,2007,Dortmund,34,44.0,49.79830937734316,1.2941176470588236,1.4646561581571518,-0.17053851109832818
1103,Germany,2009,Cottbus,34,30.0,35.806629536715064,0.8823529411764706,1.0531361628445608,-0.17078322166809023
1104,England,2005,Norwich,38,33.0,39.53157057101843,0.868421052631579,1.0403044887110113,-0.17188343607943235
1105,Spain,2005,Numancia,38,29.0,35.57964847330008,0.7631578947368421,0.9363065387710549,-0.1731486440342127
1106,England,2019,Newcastle,20,18.0,21.466652696872863,0.9,1.0733326348436432,-0.17333263484364314
1107,Italy,2017,Inter,38,62.0,68.60457934712191,1.631578947368421,1.805383667029524,-0.173804719661103
1108,Germany,2015,Bayern Munich,34,79.0,84.92074075793224,2.323529411764706,2.4976688458215364,-0.1741394340568303
1109,France,2018,Caen,38,38.0,44.6194689337611,1.0,1.17419655088845,-0.17419655088844999
1110,England,2017,West Ham,38,45.0,51.636943502175285,1.1842105263157894,1.3588669342677706,-0.17465640795198123
1111,England,2013,Sunderland,38,39.0,45.68035023995088,1.0263157894736843,1.2021144799987074,-0.17579869052502306
1112,Italy,2011,Roma,38,63.0,69.7101514840895,1.6578947368421053,1.834477670633934,-0.17658293379182877
1113,France,2016,Reims,38,39.0,45.72996921113784,1.0263157894736843,1.2034202423983642,-0.1771044529246799
1114,England,2013,Reading,38,28.0,34.746614203847095,0.7368421052631579,0.9143845843117656,-0.17754247904860776
1115,Italy,2019,Spal,19,17.0,20.37745166475616,0.8947368421052632,1.0724974560397977,-0.17776061393453457
1116,Germany,2019,Bayern Munich,17,36.0,39.034540029208586,2.1176470588235294,2.296149413482858,-0.1785023546593285
1117,France,2012,Sochaux,38,42.0,48.807223822686055,1.105263157894737,1.284400626912791,-0.17913746901805405
1118,Italy,2014,Chievo,38,36.0,42.81408268256491,0.9473684210526315,1.126686386383287,-0.17931796533065547
1119,Spain,2011,Sevilla,38,58.0,64.87131925149481,1.5263157894736843,1.707139980302495,-0.18082419082881063
1120,Germany,2010,FC Koln,34,38.0,44.15081942905304,1.1176470588235294,1.298553512619207,-0.1809064537956775
1121,England,2008,Reading,38,36.0,42.891985861555526,0.9473684210526315,1.1287364700409348,-0.18136804898830328
1122,Italy,2009,Reggina,38,31.0,37.90862948498397,0.8157894736842105,0.9975955127627361,-0.18180603907852555
1123,Germany,2011,St Pauli,34,29.0,35.215544110126174,0.8529411764705882,1.0357512973566523,-0.18281012088606408
1124,Germany,2011,M'gladbach,34,36.0,42.21824677148028,1.0588235294117647,1.2417131403376553,-0.18288961092589062
1125,Italy,2009,Sampdoria,38,46.0,52.987926210458454,1.2105263157894737,1.3944191108015382,-0.18389279501206457
1126,Spain,2013,Mallorca,38,36.0,43.059073988565665,0.9473684210526315,1.1331335260148858,-0.1857651049622543
1127,Germany,2015,Stuttgart,34,36.0,42.38088251777214,1.0588235294117647,1.246496544640357,-0.18767301522859237
1128,Spain,2011,Ath Madrid,38,58.0,65.1631517228927,1.5263157894736843,1.714819782181387,-0.1885039927077028
1129,France,2009,Lyon,38,71.0,78.16316611670814,1.868421052631579,2.0569254241238983,-0.18850437149231936
1130,France,2018,Angers,38,41.0,48.1845393503819,1.0789473684210527,1.2680141934311024,-0.1890668250100498
1131,Spain,2015,Getafe,38,37.0,44.195114032102495,0.9736842105263158,1.1630293166342762,-0.1893451061079604
1132,England,2006,Man City,38,43.0,50.23385872942769,1.131578947368421,1.321943650774413,-0.19036470340599188
1133,Italy,2016,Udinese,38,39.0,46.23864373806683,1.0263157894736843,1.2168064141596533,-0.190490624685969
1134,Germany,2019,Leverkusen,17,24.0,27.241121227421058,1.411764705882353,1.6024188957306504,-0.1906541898482974
1135,Spain,2012,Ath Madrid,38,56.0,63.250668021494846,1.4736842105263157,1.6644912637235485,-0.1908070531972328
1136,England,2009,Tottenham,38,51.0,58.320216604502576,1.3421052631578947,1.534742542223752,-0.19263727906585726
1137,Spain,2017,Betis,38,39.0,46.32258154555861,1.0263157894736843,1.2190153038304898,-0.19269951435680555
1138,Spain,2007,Osasuna,38,46.0,53.329399662556284,1.2105263157894737,1.403405254277797,-0.19287893848832338
1139,England,2013,Fulham,38,43.0,50.359244147890585,1.131578947368421,1.3252432670497523,-0.19366431968133124
1140,France,2019,Amiens,18,17.0,20.491840392144326,0.9444444444444444,1.1384355773413515,-0.19399113289690706
1141,Spain,2016,Getafe,38,36.0,43.398487198650926,0.9473684210526315,1.142065452596077,-0.19469703154344542
1142,France,2018,Troyes,38,33.0,40.40738056901998,0.868421052631579,1.063352120237368,-0.19493106760578893
1143,England,2019,Crystal Palace,20,19.0,22.90743095324271,0.95,1.1453715476621356,-0.1953715476621356
1144,France,2018,Nice,38,54.0,61.43541122224634,1.4210526315789473,1.616721347953851,-0.19566871637490357
1145,France,2009,Nancy,38,42.0,49.443256277111075,1.105263157894737,1.3011383230818705,-0.19587516518713355
1146,France,2013,Montpellier,38,52.0,59.4546144521953,1.368421052631579,1.5645951171630343,-0.19617406453145536
1147,Italy,2009,Lecce,38,30.0,37.461011388885176,0.7894736842105263,0.9858160891811888,-0.19634240497066247
1148,Italy,2007,Milan,38,69.0,76.4850960533254,1.8157894736842106,2.0127656856138265,-0.1969762119296159
1149,Germany,2016,Ein Frankfurt,34,36.0,42.69762350435448,1.0588235294117647,1.255812456010426,-0.1969889265986613
1150,Italy,2016,Sampdoria,38,40.0,47.49170640047187,1.0526315789473684,1.2497817473808386,-0.19715016843347022
1151,France,2017,Lille,38,46.0,53.50894240053155,1.2105263157894737,1.408130063171883,-0.19760374738240927
1152,England,2011,Arsenal,38,68.0,75.583746052854,1.7894736842105263,1.9890459487593157,-0.1995722645487894
1153,Germany,2011,Stuttgart,34,42.0,48.79031928630701,1.2352941176470589,1.4350093907737356,-0.1997152731266767
1154,Italy,2012,Genoa,38,42.0,49.615318457514896,1.105263157894737,1.3056662751977604,-0.2004031173030234
1155,France,2010,Toulouse,38,47.0,54.637375864709306,1.236842105263158,1.437825680650245,-0.200983575387087
1156,England,2011,Aston Villa,38,48.0,55.64576530042334,1.263157894736842,1.4643622447479827,-0.20120435001114068
1157,France,2009,Le Mans,38,40.0,47.6492153089209,1.0526315789473684,1.2539267186558132,-0.20129513970844481
1158,Italy,2015,Inter,38,55.0,62.685368145814635,1.4473684210526316,1.6496149512056484,-0.20224653015301675
1159,England,2014,Norwich,38,33.0,40.71455316283868,0.868421052631579,1.0714356095483863,-0.20301455691680736
1160,England,2010,Hull,38,30.0,37.72692367217981,0.7894736842105263,0.992813780846837,-0.2033400966363107
1161,Spain,2016,Vallecano,38,38.0,45.731077136156415,1.0,1.2034493983199057,-0.20344939831990572
1162,Germany,2014,Ein Frankfurt,34,36.0,42.91890049340179,1.0588235294117647,1.2623206027471117,-0.20349707333534695
1163,Germany,2010,Hoffenheim,34,42.0,48.970382763951584,1.2352941176470589,1.4403053754103408,-0.20501125776328188
1164,Germany,2010,Wolfsburg,34,50.0,57.014438640383105,1.4705882352941178,1.6768952541289148,-0.20630701883479707
1165,Spain,2010,Valladolid,38,36.0,43.85326881882854,0.9473684210526315,1.1540333899691722,-0.20666496891654063
1166,Spain,2005,Ath Madrid,38,50.0,57.88750012432182,1.3157894736842106,1.5233552664295216,-0.20756579274531095
1167,England,2007,Fulham,38,39.0,46.90655889612577,1.0263157894736843,1.234383128845415,-0.20806733937173072
1168,Germany,2005,Bochum,34,35.0,42.08011159406874,1.0294117647058822,1.2376503410020216,-0.2082385762961394
1169,France,2008,Auxerre,38,44.0,51.925171864291514,1.1578947368421053,1.366451891165566,-0.20855715432346078
1170,England,2006,Aston Villa,38,42.0,49.926301705739235,1.105263157894737,1.3138500448878745,-0.20858688699313754
1171,Italy,2010,Livorno,38,29.0,36.94197269995928,0.7631578947368421,0.9721571763147179,-0.20899928157787573
1172,Germany,2013,Wolfsburg,34,43.0,50.14879529896581,1.2647058823529411,1.4749645676166414,-0.21025868526370028
1173,Spain,2012,Sevilla,38,50.0,57.999677200085344,1.3157894736842106,1.526307294739088,-0.21051782105487749
1174,Italy,2017,Genoa,38,36.0,43.9998874640394,0.9473684210526315,1.157891775369458,-0.21052335431682645
1175,France,2005,Bastia,38,41.0,49.03537868637857,1.0789473684210527,1.2904047022731202,-0.21145733385206755
1176,England,2007,West Ham,38,41.0,49.04198467184685,1.0789473684210527,1.2905785439959696,-0.21163117557491695
1177,Spain,2015,Almeria,38,32.0,40.09189967692019,0.8421052631578947,1.0550499914979,-0.21294472834000522
1178,Spain,2013,Zaragoza,38,34.0,42.10483401502336,0.8947368421052632,1.1080219477637725,-0.21328510565850933
1179,Germany,2011,Bayern Munich,34,65.0,72.25173409901406,1.911764705882353,2.125051002912178,-0.21328629702982504
1180,Italy,2008,Parma,38,34.0,42.11238316007838,0.8947368421052632,1.1082206094757467,-0.21348376737048358
1181,Spain,2015,Levante,38,37.0,45.116163055610976,0.9736842105263158,1.1872674488318677,-0.21358323830555193
1182,Italy,2007,Chievo,38,39.0,47.12267640250565,1.0263157894736843,1.2400704316448854,-0.2137546421712011
1183,Spain,2013,Sevilla,38,50.0,58.13082222734256,1.3157894736842106,1.5297584796669095,-0.21396900598269886
1184,Germany,2007,Wolfsburg,34,37.0,44.30695300537186,1.088235294117647,1.303145676628584,-0.21491038251093708
1185,England,2006,Portsmouth,38,38.0,46.22429834329667,1.0,1.216428903770965,-0.21642890377096502
1186,Germany,2015,Hertha,34,35.0,42.372857807760774,1.0294117647058822,1.2462605237576698,-0.21684875905178758
1187,France,2011,Lens,38,35.0,43.243785813398986,0.9210526315789473,1.1379943635104997,-0.2169417319315523
1188,France,2014,Montpellier,38,42.0,50.263574208545776,1.105263157894737,1.3227256370669942,-0.21746247917225725
1189,France,2005,Marseille,38,55.0,63.27084366552418,1.4473684210526316,1.6650222017243206,-0.21765378067168895
1190,England,2016,Everton,38,47.0,55.28177101469463,1.236842105263158,1.4547834477551218,-0.21794134249196384
1191,France,2011,Monaco,38,44.0,52.28937183794049,1.1578947368421053,1.376036100998434,-0.2181413641563288
1192,England,2012,Aston Villa,38,38.0,46.3066481253684,1.0,1.2185960032991683,-0.21859600329916828
1193,England,2009,Portsmouth,38,41.0,49.30690897747724,1.0789473684210527,1.2975502362494011,-0.21860286782834848
1194,Italy,2005,Atalanta,38,35.0,43.33417147649644,0.9210526315789473,1.1403729335920114,-0.21932030201306407
1195,Italy,2006,Messina,38,31.0,39.34088221682693,0.8157894736842105,1.0352863741270244,-0.2194969004428139
1196,Spain,2014,Valladolid,38,36.0,44.381812318097346,0.9473684210526315,1.1679424294236143,-0.22057400837098273
1197,Italy,2019,Roma,19,30.0,34.19560266754279,1.5789473684210527,1.7997685614496206,-0.22082119302856795
1198,Italy,2014,Milan,38,57.0,65.39125888537083,1.5,1.7208226022466009,-0.22082260224660089
1199,Italy,2014,Udinese,38,44.0,52.40233402579061,1.1578947368421053,1.3790087901523844,-0.2211140533102791
1200,Spain,2009,Getafe,38,42.0,50.48338360169089,1.105263157894737,1.328510094781339,-0.22324693688660213
1201,Italy,2009,Torino,38,34.0,42.487132458372706,0.8947368421052632,1.1180824331150712,-0.223345591009808
1202,Spain,2016,Sevilla,38,52.0,60.50461530808906,1.368421052631579,1.5922267186339225,-0.22380566600234353
1203,Spain,2010,Malaga,38,37.0,45.52100188793602,0.9736842105263158,1.1979211023141059,-0.22423689178779005
1204,Italy,2006,Sampdoria,38,41.0,49.53219669615112,1.0789473684210527,1.3034788604250294,-0.2245314920039767
1205,Spain,2007,Barcelona,38,76.0,84.55103895527529,2.0,2.225027340928297,-0.22502734092829701
1206,England,2008,Fulham,38,36.0,44.616392620405314,0.9473684210526315,1.174115595273824,-0.2267471742211925
1207,France,2012,Lorient,38,39.0,47.6417108795912,1.0263157894736843,1.2537292336734527,-0.2274134441997684
1208,Germany,2015,Schalke 04,34,48.0,55.76769727071138,1.411764705882353,1.6402263903150407,-0.22846168443268766
1209,France,2019,Caen,19,18.0,22.34746918708826,0.9473684210526315,1.176182588794119,-0.22881416774148755
1210,France,2017,Montpellier,38,39.0,47.723090472454174,1.0263157894736843,1.2558708019066889,-0.22955501243300458
1211,France,2005,Nantes,38,43.0,51.73561640336574,1.131578947368421,1.3614635895622562,-0.2298846421938352
1212,France,2013,Rennes,38,46.0,54.749650391242824,1.2105263157894737,1.4407802734537585,-0.2302539576642848
1213,England,2018,Arsenal,38,63.0,71.80696571115402,1.6578947368421053,1.88965699239879,-0.23176225555668473
1214,England,2012,Bolton,38,36.0,44.86254648631914,0.9473684210526315,1.1805933285873458,-0.23322490753471425
1215,England,2007,Man City,38,42.0,50.90117500630808,1.105263157894737,1.33950460542916,-0.234241447534423
1216,France,2016,Toulouse,38,40.0,48.91080879922757,1.0526315789473684,1.287126547348094,-0.2344949684007256
1217,England,2015,Newcastle,38,39.0,47.92381529982313,1.0263157894736843,1.2611530342058719,-0.2348372447321876
1218,Germany,2009,Bochum,34,32.0,39.98648565299423,0.9411764705882353,1.176073107441007,-0.23489663685277162
1219,England,2008,Newcastle,38,43.0,51.92975645348686,1.131578947368421,1.3665725382496543,-0.23499359088123328
1220,Spain,2019,Vallecano,17,13.0,17.002386318692505,0.7647058823529411,1.0001403716877943,-0.23543448933485323
1221,Spain,2015,Granada,38,35.0,43.95937801692988,0.9210526315789473,1.1568257372876285,-0.23577310570868115
1222,Spain,2017,Valencia,38,46.0,54.962069189792565,1.2105263157894737,1.4463702418366464,-0.23584392604717275
1223,Italy,2007,Siena,38,41.0,49.96953164617942,1.0789473684210527,1.3149876748994584,-0.2360403064784058
1224,Spain,2006,Espanol,38,41.0,50.000547471786646,1.0789473684210527,1.3158038808364907,-0.23685651241543804
1225,France,2017,Bastia,38,34.0,43.00630684354074,0.8947368421052632,1.1317449169352827,-0.2370080748300195
1226,Germany,2008,Dortmund,34,40.0,48.062199364668984,1.1764705882352942,1.4135940989608524,-0.23712351072555826
1227,Spain,2013,La Coruna,38,35.0,44.05770120996394,0.9210526315789473,1.159413189735893,-0.23836055815694568
1228,England,2018,Swansea,38,33.0,42.061291848527624,0.868421052631579,1.1068761012770427,-0.23845504864546374
1229,Spain,2017,Sp Gijon,38,31.0,40.077449929745214,0.8157894736842105,1.0546697349932952,-0.23888026130908468
1230,Germany,2009,Bayern Munich,34,67.0,75.13142926420358,1.9705882352941178,2.209747919535399,-0.2391596842412813
1231,France,2017,Caen,38,37.0,46.08991813506856,0.9736842105263158,1.2128925825018042,-0.2392083719754884
1232,Spain,2006,La Coruna,38,55.0,64.14503823564961,1.4473684210526316,1.688027321990779,-0.24065890093814746
1233,Italy,2015,Cagliari,38,34.0,43.22237538831287,0.8947368421052632,1.1374309312713913,-0.2426940891661281
1234,Germany,2007,Hamburg,34,45.0,53.2772340536001,1.3235294117647058,1.5669774721647087,-0.24344806040000289
1235,Germany,2008,Duisburg,34,29.0,37.28409030588959,0.8529411764705882,1.0965908913496938,-0.24364971487910558
1236,Spain,2015,Sociedad,38,46.0,55.270818286061065,1.2105263157894737,1.4544952180542385,-0.24396890226476486
1237,Germany,2012,Hertha,34,31.0,39.323379495383875,0.9117647058823529,1.1565699851583493,-0.24480527927599638
1238,France,2006,Monaco,38,52.0,61.421356255392766,1.368421052631579,1.6163514804050727,-0.24793042777349372
1239,France,2005,Istres,38,32.0,41.42615596143876,0.8421052631578947,1.0901619989852305,-0.24805673582733578
1240,England,2018,West Ham,38,42.0,51.50757711879846,1.105263157894737,1.3554625557578541,-0.2501993978631172
1241,Germany,2006,Hannover,34,38.0,46.55881363302066,1.1176470588235294,1.3693768715594312,-0.2517298127359018
1242,England,2016,Newcastle,38,37.0,46.574455273889576,0.9736842105263158,1.2256435598391995,-0.25195934931288366
1243,Germany,2016,Hoffenheim,34,37.0,45.58685274315119,1.088235294117647,1.3407897865632703,-0.25255449244562334
1244,Spain,2005,Mallorca,38,39.0,48.63399230201176,1.0263157894736843,1.27984190268452,-0.25352611321083574
1245,France,2009,Caen,38,37.0,46.65502271251951,0.9736842105263158,1.2277637555926186,-0.2540795450663028
1246,Italy,2009,Milan,38,74.0,83.66888704278531,1.9473684210526316,2.201812816915403,-0.25444439586277157
1247,Spain,2013,Ath Bilbao,38,45.0,54.69371677466427,1.1842105263157894,1.4393083361753753,-0.25509780985958597
1248,Spain,2008,Murcia,38,30.0,39.7056091764662,0.7894736842105263,1.0448844520122684,-0.2554107678017421
1249,Germany,2009,Ein Frankfurt,34,33.0,41.701445513250164,0.9705882352941176,1.2265131033308871,-0.2559248680367695
1250,Italy,2007,Torino,38,40.0,49.7961842218198,1.0526315789473684,1.3104259005742052,-0.2577943216268368
1251,Spain,2010,Santander,38,39.0,48.852956080212394,1.0263157894736843,1.2856041073740103,-0.259288317900326
1252,England,2011,Birmingham,38,39.0,48.89074679844309,1.0263157894736843,1.2865985999590286,-0.2602828104853443
1253,France,2007,Lille,38,50.0,59.897733427995206,1.3157894736842106,1.576256142841979,-0.2604666691577684
1254,France,2018,Toulouse,38,37.0,46.91822800116795,0.9736842105263158,1.2346902105570512,-0.2610060000307354
1255,Italy,2010,Atalanta,38,35.0,44.919708701627954,0.9210526315789473,1.182097597411262,-0.2610449658323146
1256,England,2006,Middlesbrough,38,45.0,54.92522007496283,1.1842105263157894,1.4454005282884956,-0.26119000197270625
1257,Italy,2012,Fiorentina,38,46.0,55.92567460843016,1.2105263157894737,1.4717282791692146,-0.2612019633797409
1258,Germany,2011,Schalke 04,34,40.0,48.93157674672571,1.1764705882352942,1.4391640219625208,-0.26269343372722664
1259,Germany,2009,Karlsruhe,34,29.0,37.95739326507194,0.8529411764705882,1.1163939195609396,-0.2634527430903514
1260,France,2016,Marseille,38,48.0,58.01749613570942,1.263157894736842,1.5267762140976164,-0.2636183193607744
1261,Germany,2016,Stuttgart,34,33.0,41.96902169977143,0.9705882352941176,1.234382991169748,-0.2637947558756303
1262,Italy,2012,Palermo,38,43.0,53.038131777767404,1.131578947368421,1.3957403099412475,-0.2641613625728265
1263,Germany,2011,Ein Frankfurt,34,34.0,42.98281469803529,1.0,1.2642004322951557,-0.26420043229515566
1264,England,2007,Charlton,38,34.0,44.04440697311658,0.8947368421052632,1.1590633413978046,-0.2643264992925415
1265,Germany,2009,M'gladbach,34,31.0,40.011434882416296,0.9117647058823529,1.1768069083063617,-0.2650422024240088
1266,Italy,2014,Cagliari,38,39.0,49.08894566304598,1.0263157894736843,1.2918143595538416,-0.2654985700801573
1267,Germany,2009,Bielefeld,34,28.0,37.035902809546286,0.8235294117647058,1.0892912591043025,-0.2657618473395966
1268,Spain,2014,Valencia,38,49.0,59.13196859074544,1.2894736842105263,1.5561044365985641,-0.2666307523880378
1269,Spain,2017,La Coruna,38,36.0,46.14187995195337,0.9473684210526315,1.214259998735615,-0.26689157768298355
1270,England,2011,Liverpool,38,58.0,68.16245119030778,1.5263157894736843,1.7937487155344152,-0.2674329260607309
