,league_country,season,team,total_games,total_points,total_expected_points,points_per_game,expected_points_per_game,points_per_game_above_expectation
514,Germany,2019,Freiburg,17,21.0,19.408859522380823,1.2352941176470589,1.141697618963578,0.09359649868348097
515,France,2010,Monaco,38,55.0,51.44933123655002,1.4473684210526316,1.3539297693828953,0.0934386516697363
516,Spain,2008,Valladolid,38,45.0,41.48868252988529,1.1842105263157894,1.0918074349969813,0.09240309131880808
517,France,2017,Guingamp,38,50.0,46.50448310171468,1.3157894736842106,1.2238021868872284,0.0919872867969822
518,England,2010,Chelsea,38,86.0,82.50786603507112,2.263157894736842,2.1712596325018714,0.09189826223497066
519,Italy,2015,Torino,38,54.0,50.52758770368733,1.4210526315789473,1.3296733606233508,0.0913792709555965
520,Spain,2019,Espanol,17,21.0,19.453148307761033,1.2352941176470589,1.1443028416330019,0.09099127601405699
521,Italy,2009,Udinese,38,58.0,54.55482644518182,1.5263157894736843,1.4356533275047847,0.0906624619688996
522,Germany,2017,Werder Bremen,34,45.0,41.987063525991225,1.3235294117647058,1.2349136331173889,0.08861577864731696
523,Italy,2006,Juventus,38,91.0,87.64591578802953,2.3947368421052633,2.3064714681060403,0.08826537399922296
524,Germany,2012,Hannover,34,48.0,45.02730937519827,1.411764705882353,1.324332628682302,0.08743207720005097
525,France,2016,St Etienne,38,58.0,54.69011496735614,1.5263157894736843,1.43921355177253,0.08710223770115433
526,France,2007,Rennes,38,57.0,53.7431622108176,1.5,1.4142937423899369,0.08570625761006312
527,Italy,2010,Bologna,38,42.0,38.74594356247161,1.105263157894737,1.0196300937492528,0.0856330641454841
528,Germany,2007,Hannover,34,44.0,41.099715774777906,1.2941176470588236,1.208815169846409,0.08530247721241468
529,Spain,2015,Malaga,38,50.0,46.79108807701488,1.3157894736842106,1.231344423079339,0.08444505060487173
530,England,2008,Chelsea,38,85.0,81.81409778121406,2.236842105263158,2.1530025731898434,0.08383953207331452
531,Spain,2005,Getafe,38,47.0,43.828656955308006,1.236842105263158,1.1533857093502107,0.08345639591294729
532,England,2017,West Brom,38,45.0,41.831203140921346,1.1842105263157894,1.1008211352874038,0.0833893910283856
533,England,2006,Charlton,38,47.0,43.83257925196314,1.236842105263158,1.1534889276832405,0.08335317757991745
534,England,2007,Blackburn,38,52.0,48.86433476565834,1.368421052631579,1.2859035464646933,0.08251750616688569
535,Germany,2005,Hannover,34,45.0,42.20276536607867,1.3235294117647058,1.2412578048846667,0.0822716068800391
536,France,2005,Ajaccio,38,45.0,41.90267102934633,1.1842105263157894,1.1027018691933244,0.08150865712246502
537,Spain,2015,Real Madrid,38,92.0,88.95575035302494,2.4210526315789473,2.340940798763814,0.08011183281513334
538,Germany,2013,M'gladbach,34,47.0,44.28815867105742,1.3823529411764706,1.302592902089924,0.0797600390865465
539,England,2005,Middlesbrough,38,55.0,51.98698714257232,1.4473684210526316,1.368078609015061,0.07928981203757068
540,Spain,2011,Santander,38,46.0,43.02898385006779,1.2105263157894737,1.1323416802649418,0.07818463552453192
541,England,2018,Huddersfield,38,37.0,34.033075712211065,0.9736842105263158,0.8956072555845017,0.0780769549418141
542,England,2013,Southampton,38,41.0,38.09864176701791,1.0789473684210527,1.0025958359741556,0.07635153244689707
543,Spain,2013,Malaga,38,57.0,54.15145162045336,1.5,1.4250382005382463,0.07496179946175374
544,Spain,2012,Sociedad,38,47.0,44.16225982566082,1.236842105263158,1.1621647322542321,0.07467737300892585
545,Germany,2012,Nurnberg,34,42.0,39.478377302430076,1.2352941176470589,1.1611287441891198,0.07416537345793905
546,Italy,2013,Chievo,38,45.0,42.18990747005003,1.1842105263157894,1.1102607228960535,0.0739498034197359
547,Italy,2017,Milan,38,63.0,60.19704419822819,1.6578947368421053,1.5841327420586366,0.07376199478346868
548,England,2014,Man City,38,86.0,83.2048530666967,2.263157894736842,2.1896013964920185,0.07355649824482358
549,Spain,2011,Malaga,38,46.0,43.20906275762965,1.2105263157894737,1.1370805988849908,0.07344571690448287
550,Spain,2009,Mallorca,38,51.0,48.225890324071386,1.3421052631578947,1.269102376949247,0.07300288620864759
551,Italy,2012,Catania,38,48.0,45.23873258632979,1.263157894736842,1.1904929627981524,0.07266493193868961
552,England,2011,Bolton,38,46.0,43.26327983151192,1.2105263157894737,1.138507363987156,0.07201895180231777
553,France,2014,Lyon,38,61.0,58.263646704749284,1.605263157894737,1.5332538606512969,0.07200929724344007
554,Germany,2012,Augsburg,34,38.0,35.557013082849565,1.1176470588235294,1.0457945024367519,0.07185255638677757
555,Germany,2013,Hamburg,34,48.0,45.59047283022254,1.411764705882353,1.3408962597124277,0.07086844616992538
556,Germany,2014,Hoffenheim,34,44.0,41.61015173532418,1.2941176470588236,1.2238279922154172,0.07028965484340643
557,Spain,2018,Leganes,38,43.0,40.336696255437545,1.131578947368421,1.0614920067220406,0.07008694064638044
558,Germany,2018,Augsburg,34,41.0,38.627608301869614,1.2058823529411764,1.136106126525577,0.06977622641559944
559,France,2007,Marseille,38,64.0,61.35144992457019,1.6842105263157894,1.614511840120268,0.06969868619552133
560,France,2018,Amiens,38,45.0,42.369030065040185,1.1842105263157894,1.1149744753957944,0.06923605091999496
561,France,2006,Rennes,38,59.0,56.41714041910666,1.5526315789473684,1.484661589976491,0.06796998897087736
562,France,2013,Reims,38,43.0,40.42351755019777,1.131578947368421,1.0637767776367835,0.06780216973163755
563,Spain,2005,Osasuna,38,46.0,43.428618286441434,1.2105263157894737,1.1428583759589852,0.06766793983048847
564,Spain,2016,Ath Bilbao,38,62.0,59.435662186461286,1.631578947368421,1.5640963733279285,0.06748257404049252
565,England,2012,Fulham,38,52.0,49.44127232939917,1.368421052631579,1.301086113931557,0.06733493870002194
566,England,2011,Wolves,38,40.0,37.487285478203766,1.0526315789473684,0.9865075125843097,0.06612406636305868
567,Germany,2014,Hertha,34,41.0,38.75603629675249,1.2058823529411764,1.1398834204927204,0.065998932448456
568,Germany,2015,Werder Bremen,34,43.0,40.78998607096827,1.2647058823529411,1.1997054726755374,0.06500040967740373
569,Italy,2016,Inter,38,67.0,64.53258304954292,1.763157894736842,1.6982258697248138,0.06493202501202822
570,France,2014,Bastia,38,46.0,43.54873184449694,1.2105263157894737,1.146019259065709,0.06450705672376467
571,Italy,2014,Atalanta,38,50.0,47.575388486162936,1.3157894736842106,1.2519839075306036,0.063805566153607
572,France,2007,Lyon,38,81.0,78.58357419093913,2.1315789473684212,2.0679887944983983,0.0635901528700229
573,Spain,2013,Levante,38,46.0,43.60055299937328,1.2105263157894737,1.147382973667718,0.06314334212175576
574,France,2014,Guingamp,38,42.0,39.652819512479866,1.105263157894737,1.0434952503284176,0.061767907566319336
575,Spain,2011,Villarreal,38,62.0,59.66003888076878,1.631578947368421,1.5700010231781258,0.061577924190295175
576,Italy,2008,Inter,38,85.0,82.66827021619847,2.236842105263158,2.1754807951631174,0.061361310100040534
577,Spain,2005,Santander,38,44.0,41.672575852807825,1.1578947368421053,1.096646732968627,0.061248003873478396
578,England,2006,Newcastle,38,58.0,55.691761578175004,1.5263157894736843,1.4655726731098686,0.060743116363815686
579,England,2017,Everton,38,61.0,58.706238738586705,1.605263157894737,1.5449010194364923,0.060362138458244674
580,Spain,2016,Malaga,38,48.0,45.72103199833181,1.263157894736842,1.2031850525876793,0.059972842149162764
581,Spain,2006,Ath Bilbao,38,45.0,42.731164897173954,1.1842105263157894,1.1245043393993146,0.05970618691647478
582,Germany,2019,Hoffenheim,17,25.0,23.98859106391393,1.4705882352941178,1.411093591994937,0.05949464329918075
583,Germany,2005,Stuttgart,34,58.0,56.04574060955922,1.7058823529411764,1.6484041355752712,0.05747821736590519
584,Italy,2010,Catania,38,45.0,42.83546738913877,1.1842105263157894,1.1272491418194412,0.05696138449634813
585,Italy,2013,Sampdoria,38,43.0,40.86199874082925,1.131578947368421,1.075315756337612,0.05626319103080912
586,Spain,2009,Barcelona,38,87.0,84.88892647890339,2.289473684210526,2.2339191178658786,0.055554566344647505
587,England,2006,Fulham,38,48.0,45.89342519781208,1.263157894736842,1.207721715731897,0.05543617900494513
588,France,2010,Nancy,38,48.0,45.90261033205033,1.263157894736842,1.2079634297907982,0.05519446494604385
589,Spain,2013,Valladolid,38,43.0,40.90591730599451,1.131578947368421,1.076471508052487,0.05510743931593409
590,England,2018,Crystal Palace,38,44.0,41.93692415463451,1.1578947368421053,1.103603267227224,0.054291469614881294
591,Germany,2017,Ein Frankfurt,34,42.0,40.163489570387355,1.2352941176470589,1.1812791050113929,0.05401501263566599
592,France,2009,Lorient,38,45.0,42.9700657676086,1.1842105263157894,1.1307912044107526,0.05341932190503673
593,Spain,2011,Sp Gijon,38,47.0,44.972201685196865,1.236842105263158,1.183478991715707,0.053363113547451047
594,Italy,2017,Torino,38,53.0,51.00721722732434,1.394736842105263,1.3422951901927458,0.05244165191251726
595,France,2016,Montpellier,38,49.0,47.013940934319216,1.2894736842105263,1.2372089719557688,0.052264712254757484
596,England,2019,West Ham,20,27.0,25.971088828163317,1.35,1.2985544414081658,0.051445558591834306
597,Italy,2008,Genoa,38,48.0,46.05360189236211,1.263157894736842,1.2119368919042661,0.05122100283257591
598,Italy,2009,Inter,38,84.0,82.06537594298086,2.210526315789474,2.159615156394233,0.05091115939524071
599,Italy,2007,Palermo,38,58.0,56.068413484629986,1.5263157894736843,1.4754845653849997,0.05083122408868457
600,Spain,2006,Alaves,38,39.0,37.06991598271675,1.0263157894736843,0.9755241048083355,0.05079168466534878
601,France,2009,Grenoble,38,44.0,42.09665359121223,1.1578947368421053,1.1078066734529535,0.05008806338915184
602,Germany,2006,Mainz,34,38.0,36.30433073357289,1.1176470588235294,1.0677744333403791,0.0498726254831503
603,France,2011,Lorient,38,49.0,47.1069031306318,1.2894736842105263,1.239655345542942,0.04981833866758434
604,Italy,2018,Torino,38,54.0,52.11296976775341,1.4210526315789473,1.3713939412566687,0.049658690322278654
605,Germany,2013,Mainz,34,42.0,40.31259722636755,1.2352941176470589,1.185664624304928,0.04962949334213085
606,France,2005,Sochaux,38,50.0,48.13076604069265,1.3157894736842106,1.2665991063340172,0.04919036735019344
607,Italy,2008,Atalanta,38,48.0,46.13207998181686,1.263157894736842,1.214002104784654,0.049155789952187945
608,Spain,2017,Real Madrid,38,93.0,91.13239492227108,2.4473684210526314,2.3982209190071337,0.04914750204549767
609,Spain,2014,Sociedad,38,59.0,57.14116931595171,1.5526315789473684,1.5037149819987292,0.048916596948639146
610,France,2012,Nancy,38,45.0,43.14742404061573,1.1842105263157894,1.1354585273846245,0.048751998931164886
611,England,2008,Sunderland,38,39.0,37.180307970124794,1.0263157894736843,0.9784291571085472,0.04788663236513713
612,Germany,2019,Mainz,17,21.0,20.189433664971897,1.2352941176470589,1.1876137449983468,0.047680372648712055
613,Italy,2010,Inter,38,82.0,80.2112027958929,2.1578947368421053,2.110821126207708,0.04707361063439741
614,England,2010,Wolves,38,38.0,36.21138183453893,1.0,0.9529311009089193,0.047068899091080696
615,France,2013,Valenciennes,38,48.0,46.21754631656971,1.263157894736842,1.2162512188570975,0.04690667587974451
616,Germany,2018,Bayern Munich,34,84.0,82.41306170877823,2.4705882352941178,2.423913579669948,0.04667465562416995
617,Spain,2011,Osasuna,38,47.0,45.2811192268055,1.236842105263158,1.191608400705408,0.04523370455775
618,Italy,2005,Siena,38,43.0,41.30463954478562,1.131578947368421,1.08696419854699,0.044614748821431016
619,France,2019,Lyon,18,32.0,31.22576673665965,1.7777777777777777,1.734764818703314,0.043012959074463675
620,Spain,2005,Zaragoza,38,50.0,48.38471120416613,1.3157894736842106,1.2732818737938456,0.04250759989036501
621,Germany,2008,Leverkusen,34,51.0,49.55516977131445,1.5,1.4575049932739546,0.04249500672604545
622,Italy,2019,Torino,19,27.0,26.198123460999263,1.4210526315789473,1.3788486032104874,0.042204028368459934
623,Italy,2009,Catania,38,43.0,41.423257583229194,1.131578947368421,1.0900857258744525,0.0414932214939685
624,Germany,2008,Bochum,34,41.0,39.60096144146166,1.2058823529411764,1.1647341600429901,0.041148192898186275
625,Italy,2007,Catania,38,41.0,39.46518006192203,1.0789473684210527,1.0385573700505797,0.04038999837047297
626,France,2014,Paris SG,38,89.0,87.48409962864329,2.3421052631578947,2.302213148122192,0.03989211503570278
627,Italy,2011,Palermo,38,56.0,54.49139686761237,1.4736842105263157,1.4339841280950625,0.039700082431253225
628,France,2005,Auxerre,38,52.0,50.49193138001395,1.368421052631579,1.3287350363161565,0.03968601631542246
629,France,2018,Paris SG,38,93.0,91.49729233266802,2.4473684210526314,2.407823482438632,0.039544938613999214
630,Spain,2009,Almeria,38,46.0,44.49795391974049,1.2105263157894737,1.170998787361592,0.039527528427881764
631,France,2016,Nantes,38,48.0,46.51683238663627,1.263157894736842,1.2241271680693755,0.03903072666746654
632,Spain,2005,Sociedad,38,47.0,45.54488048739769,1.236842105263158,1.1985494865104656,0.03829261875269241
633,France,2014,Bordeaux,38,53.0,51.57341157393135,1.394736842105263,1.3571950414192462,0.03754180068601687
634,Spain,2016,Real Madrid,38,90.0,88.63300578076333,2.3684210526315788,2.3324475205464035,0.035973532085175286
635,Italy,2008,Siena,38,44.0,42.66654288018154,1.1578947368421053,1.1228037600047773,0.03509097683732798
636,France,2017,Lyon,38,67.0,65.67241259146256,1.763157894736842,1.728221383985857,0.03493651075098514
637,Germany,2015,Ein Frankfurt,34,43.0,41.818852016287806,1.2647058823529411,1.2299662357731709,0.034739646579770245
638,Italy,2017,Sampdoria,38,48.0,46.7092791282346,1.263157894736842,1.2291915560061737,0.033966338730668344
639,France,2015,Bastia,38,47.0,45.73586459758152,1.236842105263158,1.2035753841468821,0.03326672111627582
640,Germany,2018,Freiburg,34,36.0,34.89210614670161,1.0588235294117647,1.026238416079459,0.032585113332305626
641,Spain,2016,Betis,38,45.0,43.768189743968854,1.1842105263157894,1.1517944669465487,0.032416059369240635
642,England,2014,Hull,38,37.0,35.78934647777159,0.9736842105263158,0.9418249073097786,0.03185930321653718
643,England,2010,Arsenal,38,75.0,73.80096852301355,1.9736842105263157,1.9421307506056198,0.031553459920695914
644,France,2017,Metz,38,43.0,41.81010448245979,1.131578947368421,1.1002659074331524,0.03131303993526857
645,Germany,2005,Bielefeld,34,40.0,38.95925042197612,1.1764705882352942,1.1458603065287094,0.030610281706584752
646,France,2006,St Etienne,38,47.0,45.838775296830136,1.236842105263158,1.2062835604428983,0.03055854482025966
647,Spain,2018,Sevilla,38,58.0,56.850607077130235,1.5263157894736843,1.4960686072929008,0.030247182180783483
648,France,2013,Lyon,38,67.0,65.8825107654407,1.763157894736842,1.733750283301071,0.029407611435771086
649,Germany,2014,Dortmund,34,71.0,70.00620862776603,2.088235294117647,2.0590061361107654,0.02922915800688175
650,France,2012,Ajaccio,38,41.0,39.89608276374158,1.0789473684210527,1.0498969148353048,0.02905045358574787
651,Germany,2008,Ein Frankfurt,34,46.0,45.06476734626045,1.3529411764705883,1.3254343337135428,0.027506842757045513
652,Spain,2011,Zaragoza,38,45.0,44.025784156479105,1.1842105263157894,1.1585732672757658,0.025637259040023563
653,Spain,2008,Sevilla,38,64.0,63.03543275348837,1.6842105263157894,1.6588271777233783,0.025383348592411092
654,Spain,2014,Almeria,38,40.0,39.06645564339058,1.0526315789473684,1.0280646221944891,0.024566956752879232
655,France,2016,Monaco,38,65.0,64.07069793311474,1.7105263157894737,1.6860709982398616,0.024455317549612055
656,France,2015,Nice,38,48.0,47.077209195522784,1.263157894736842,1.238873926197968,0.024283968538874046
657,England,2007,Liverpool,38,68.0,67.10144945675263,1.7894736842105263,1.7658276172829641,0.023646066927562215
658,France,2011,St Etienne,38,49.0,48.104385414619784,1.2894736842105263,1.2659048793320995,0.02356880487842683
659,Spain,2005,Ath Bilbao,38,51.0,50.154556655391325,1.3421052631578947,1.3198567540892454,0.02224850906864928
660,Spain,2012,Malaga,38,58.0,57.16152347186885,1.5263157894736843,1.504250617680759,0.02206517179292522
661,Germany,2013,Dortmund,34,66.0,65.25774344255031,1.9411764705882353,1.9193453953691266,0.021831075219108653
662,France,2007,Auxerre,38,54.0,53.19729614422202,1.4210526315789473,1.3999288459005796,0.0211237856783677
663,Italy,2017,Fiorentina,38,60.0,59.20228702421612,1.5789473684210527,1.5579549216898978,0.020992446731154857
664,France,2008,Rennes,38,58.0,57.20915072625951,1.5263157894736843,1.5055039664805134,0.02081182299317086
665,France,2019,Nice,18,26.0,25.626561028216265,1.4444444444444444,1.4236978349009037,0.020746609543540684
666,England,2011,Man United,38,80.0,79.21534360920245,2.1052631578947367,2.0846143055053274,0.020648852389409278
667,Italy,2018,Milan,38,64.0,63.22922033378477,1.6842105263157894,1.6639268508890728,0.020283675426716608
668,Italy,2010,Cagliari,38,44.0,43.23402641870106,1.1578947368421053,1.1377375373342384,0.020157199507866874
669,Italy,2009,Bologna,38,37.0,36.251716857659574,0.9736842105263158,0.9539925488857782,0.019691661640537594
670,Spain,2010,Sevilla,38,63.0,62.260189508501476,1.6578947368421053,1.6384260396974073,0.01946869714469801
671,Germany,2011,FC Koln,34,44.0,43.349563604992554,1.2941176470588236,1.2749871648527222,0.019130482206101362
672,Germany,2010,Bayern Munich,34,70.0,69.3719521583334,2.0588235294117645,2.0403515340686296,0.018471995343134928
673,England,2012,Arsenal,38,70.0,69.30229606094645,1.8421052631578947,1.8237446331828011,0.01836062997509358
674,France,2005,Caen,38,42.0,41.31226796314029,1.105263157894737,1.0871649463984288,0.018098211496308192
675,France,2016,Lorient,38,46.0,45.31723238393448,1.2105263157894737,1.1925587469456442,0.01796756884382944
676,France,2014,Lorient,38,49.0,48.38740902875979,1.2894736842105263,1.2733528691778893,0.01612081503263707
677,France,2006,Marseille,38,60.0,59.39599280564778,1.5789473684210527,1.563052442253889,0.015894926167163703
678,Italy,2011,Cagliari,38,45.0,44.40202703440245,1.1842105263157894,1.1684743956421697,0.015736130673619675
679,Italy,2013,Lazio,38,61.0,60.41396872361645,1.605263157894737,1.5898412822004329,0.015421875694304088
680,Spain,2007,Espanol,38,49.0,48.43591248381192,1.2894736842105263,1.2746292758897872,0.014844408320739078
681,England,2017,Arsenal,38,75.0,74.44230516944589,1.9736842105263157,1.9590080307748918,0.014676179751423879
682,Spain,2018,Espanol,38,49.0,48.46079124617455,1.2894736842105263,1.2752839801624882,0.014189704048038099
683,Spain,2006,Villarreal,38,57.0,56.46398066896516,1.5,1.4858942281306622,0.014105771869337813
684,France,2005,Metz,38,44.0,43.508072804944945,1.1578947368421053,1.1449492843406563,0.012945452501448962
685,England,2015,Tottenham,38,64.0,63.53691021062492,1.6842105263157894,1.672023952911182,0.012186573404607381
686,Germany,2016,Hamburg,34,41.0,40.59223141444632,1.2058823529411764,1.193889159248421,0.01199319369275531
687,Italy,2012,Lazio,38,62.0,61.57108210914076,1.631578947368421,1.6202916344510727,0.011287312917348302
688,Germany,2012,Leverkusen,34,54.0,53.621693576068445,1.588235294117647,1.5771086345902483,0.011126659527398663
689,Germany,2008,Cottbus,34,36.0,35.62971020360648,1.0588235294117647,1.0479326530472495,0.010890876364515245
690,France,2011,Montpellier,38,47.0,46.599637344861954,1.236842105263158,1.2263062459174199,0.010535859345738086
691,Italy,2006,Reggina,38,41.0,40.61820150789157,1.0789473684210527,1.068900039681357,0.010047328739695605
692,England,2017,Southampton,38,46.0,45.65812975572597,1.2105263157894737,1.2015297304138415,0.008996585375632193
693,England,2016,Swansea,38,47.0,46.66415337887266,1.236842105263158,1.2280040362861226,0.008838068977035318
694,France,2007,St Etienne,38,49.0,48.6685577557217,1.2894736842105263,1.280751519887413,0.008722164323113235
695,England,2009,Chelsea,38,83.0,82.69437627222732,2.1842105263157894,2.1761677966375608,0.00804272967822861
696,England,2008,West Ham,38,49.0,48.70636519999428,1.2894736842105263,1.2817464526314284,0.007727231579097937
697,Germany,2010,Freiburg,34,35.0,34.7527310166065,1.0294117647058822,1.02213914754725,0.007272617158632144
698,Spain,2017,Barcelona,38,90.0,89.73756383739371,2.3684210526315788,2.3615148378261503,0.006906214805428412
699,Spain,2012,Espanol,38,46.0,45.74297819389589,1.2105263157894737,1.2037625840498918,0.006763731739581891
700,England,2014,Tottenham,38,69.0,68.75165611415638,1.8157894736842106,1.809254108267273,0.006535365416937555
701,Germany,2018,Hannover,34,39.0,38.77781571799332,1.1470588235294117,1.140523991705686,0.0065348318237257175
702,Spain,2013,Getafe,38,47.0,46.75625837563977,1.236842105263158,1.2304278519905203,0.006414253272637671
703,Spain,2009,Ath Bilbao,38,44.0,43.76096915060269,1.1578947368421053,1.1516044513316497,0.006290285510455629
704,England,2015,Burnley,38,33.0,32.77438856544877,0.868421052631579,0.8624839096170728,0.005937143014506208
705,Spain,2014,Vallecano,38,43.0,42.852843807687805,1.131578947368421,1.1277064159917842,0.0038725313766367897
706,Spain,2009,Valladolid,38,43.0,42.869393990496235,1.131578947368421,1.128141947118322,0.003437000250098965
707,France,2005,Rennes,38,55.0,54.8776911178706,1.4473684210526316,1.4441497662597527,0.003218654792878972
708,Italy,2012,Roma,38,56.0,55.887764684790426,1.4736842105263157,1.470730649599748,0.002953560926567622
709,France,2005,Nice,38,46.0,45.902040594761274,1.2105263157894737,1.2079484367042441,0.0025778790852295508
710,England,2009,Hull,38,35.0,34.907186839813676,0.9210526315789473,0.9186101799950968,0.002442451583850591
711,Germany,2019,Werder Bremen,17,22.0,21.96787783994057,1.2941176470588236,1.2922281082317983,0.00188953882702525
712,Germany,2018,Werder Bremen,34,42.0,41.93995146664926,1.2352941176470589,1.2335279843132136,0.0017661333338452323
713,Italy,2011,Parma,38,46.0,45.93834175515727,1.2105263157894737,1.2089037303988754,0.0016225853905982301
714,Spain,2012,Getafe,38,47.0,46.93930623963357,1.236842105263158,1.2352449010429887,0.0015972042201692904
715,Spain,2016,Barcelona,38,91.0,90.93976306461309,2.3947368421052633,2.3931516595950812,0.001585182510182026
716,Spain,2015,Elche,38,41.0,40.9451776970499,1.0789473684210527,1.0775046762381553,0.001442692182897387
717,England,2016,Crystal Palace,38,42.0,41.9492389608521,1.105263157894737,1.1039273410750552,0.0013358168196817566
718,England,2010,Everton,38,61.0,60.96505999767022,1.605263157894737,1.6043436841492162,0.0009194737455207047
719,England,2005,Aston Villa,38,47.0,46.96933225596495,1.236842105263158,1.2360350593674987,0.0008070458956592752
720,Italy,2011,Genoa,38,51.0,50.97794087527144,1.3421052631578947,1.3415247598755642,0.0005805032823305023
721,France,2015,Reims,38,44.0,43.996094166424506,1.1578947368421053,1.1577919517480133,0.00010278509409200609
722,Italy,2005,Reggina,38,44.0,44.00966275916272,1.1578947368421053,1.1581490199779665,-0.00025428313586117746
723,Italy,2010,Genoa,38,51.0,51.010163334593244,1.3421052631578947,1.3423727193314012,-0.0002674561735065417
724,France,2008,Valenciennes,38,45.0,45.01169722895279,1.1842105263157894,1.1845183481303365,-0.00030782181454713786
725,Italy,2008,Juventus,38,72.0,72.0299881602424,1.894736842105263,1.895526004216905,-0.0007891621116420389
726,France,2017,Angers,38,46.0,46.12846161170872,1.2105263157894737,1.2139068845186507,-0.0033805687291770248
727,England,2016,West Brom,38,43.0,43.13015530829625,1.131578947368421,1.1350040870604277,-0.00342513969200664
728,Spain,2010,Sp Gijon,38,40.0,40.14139471475455,1.0526315789473684,1.0563524924935408,-0.003720913546172433
729,Germany,2015,Mainz,34,40.0,40.15854354395126,1.1764705882352942,1.1811336336456253,-0.004663045410331135
730,Italy,2019,Cagliari,19,20.0,20.08926535048131,1.0526315789473684,1.05732975528849,-0.004698176341121574
731,Italy,2014,Inter,38,60.0,60.185081760054125,1.5789473684210527,1.5838179410540558,-0.004870572633003167
732,Germany,2019,Fortuna Dusseldorf,17,18.0,18.085864693838875,1.0588235294117647,1.063874393755228,-0.005050864343463246
733,Germany,2016,Schalke 04,34,52.0,52.208303568231656,1.5294117647058822,1.5355383402421074,-0.006126575536225198
734,England,2017,Man City,38,78.0,78.26037658516859,2.0526315789473686,2.059483594346542,-0.00685201539917335
735,Spain,2019,Betis,17,26.0,26.128240717236984,1.5294117647058822,1.536955336308058,-0.007543571602175669
736,Spain,2018,Celta,38,49.0,49.30593953230929,1.2894736842105263,1.297524724534455,-0.008051040323928671
737,France,2013,Ajaccio,38,42.0,42.31068450434702,1.105263157894737,1.113439065903869,-0.008175908009132149
738,France,2005,Toulouse,38,46.0,46.3378339546577,1.2105263157894737,1.2194166830173079,-0.008890367227834206
739,Spain,2016,Espanol,38,43.0,43.356378071083704,1.131578947368421,1.1409573176600976,-0.009378370291676541
740,France,2011,Caen,38,46.0,46.36140676621954,1.2105263157894737,1.220037020163672,-0.009510704374198431
741,England,2011,Blackburn,38,43.0,43.37432028441107,1.131578947368421,1.1414294811687125,-0.009850533800291439
742,France,2011,Nice,38,46.0,46.389880198950536,1.2105263157894737,1.220786321025014,-0.010260005235540381
743,Spain,2010,Almeria,38,42.0,42.39084631908592,1.105263157894737,1.1155485873443662,-0.01028542944962929
744,England,2019,Cardiff,20,18.0,18.214288008974513,0.9,0.9107144004487256,-0.010714400448725625
745,England,2010,Sunderland,38,44.0,44.467621617169236,1.1578947368421053,1.1702005688728747,-0.012305832030769404
746,Spain,2007,Ath Madrid,38,60.0,60.47066895215731,1.5789473684210527,1.591333393477824,-0.012386025056771333
747,France,2019,Bordeaux,17,22.0,22.21598532357225,1.2941176470588236,1.3068226660924853,-0.012705019033661724
748,Spain,2007,La Coruna,38,47.0,47.49259283567202,1.236842105263158,1.2498050746229479,-0.012962969359789911
749,England,2009,Bolton,38,41.0,41.51473713564374,1.0789473684210527,1.0924930825169406,-0.013545714095887895
750,France,2011,Toulouse,38,50.0,50.51657075060599,1.3157894736842106,1.3293834408054208,-0.013593967121210193
751,Spain,2013,Valencia,38,65.0,65.53855195105531,1.7105263157894737,1.724698735554087,-0.014172419764613364
752,France,2011,Marseille,38,68.0,68.54551013234035,1.7894736842105263,1.8038292140089567,-0.014355529798430355
753,Spain,2009,Osasuna,38,43.0,43.56681909165472,1.131578947368421,1.1464952392540717,-0.01491629188565069
754,Germany,2009,Leverkusen,34,49.0,49.50899836308116,1.4411764705882353,1.4561470106788577,-0.014970540090622375
755,England,2012,Sunderland,38,45.0,45.57463906293624,1.1842105263157894,1.1993326069193748,-0.015122080603585442
756,Italy,2016,Genoa,38,46.0,46.588069560781605,1.2105263157894737,1.2260018305468843,-0.015475514757410602
757,Germany,2005,Dortmund,34,55.0,55.56515713535433,1.6176470588235294,1.6342693275104216,-0.016622268686892205
758,Italy,2006,Inter,38,76.0,76.64913014768491,2.0,2.0170823723074975,-0.01708237230749754
759,Spain,2019,Celta,17,21.0,21.291306877821214,1.2352941176470589,1.2524298163424243,-0.017135698695365464
760,England,2013,Chelsea,38,75.0,75.65366265994032,1.9736842105263157,1.9908858594721137,-0.01720164894579801
761,Italy,2013,Bologna,38,44.0,44.68772055949052,1.1578947368421053,1.1759926463023822,-0.018097909460276895
762,Spain,2016,Sp Gijon,38,39.0,39.68954304327644,1.0263157894736843,1.0444616590335905,-0.018145869559906158
763,England,2008,Wigan,38,40.0,40.7121893689354,1.0526315789473684,1.0713734044456684,-0.018741825498300058
764,France,2008,Marseille,38,62.0,62.71244305135726,1.631578947368421,1.650327448719928,-0.018748501351506963
765,Germany,2015,Paderborn,34,31.0,31.638520357942603,0.9117647058823529,0.9305447164100765,-0.0187800105277236
766,France,2014,Evian Thonon Gaillard,38,44.0,44.71548135848519,1.1578947368421053,1.1767231936443472,-0.018828456802241877
767,Germany,2012,Freiburg,34,40.0,40.642484964635855,1.1764705882352942,1.195367204842231,-0.018896616606936867
768,Italy,2019,Lazio,19,32.0,32.365139812659486,1.6842105263157894,1.7034284111926046,-0.019217884876815194
769,England,2015,West Brom,38,44.0,44.74269291455079,1.1578947368421053,1.1774392872250208,-0.01954455038291547
