FIFA_player_name,FIFA_player_rating,PosGroup,PointsAboveAverage
Jordan Marié,73,attack,-1.03415063774232
Marvin Ducksch,73,attack,-1.03415063774232
Rouwen Hennings,73,attack,-1.03415063774232
Benito Raman,73,attack,-1.03415063774232
Federico Dionisi,73,attack,-1.03415063774232
Daniel Ciofani,73,attack,-1.03415063774232
Luigi Alberto Scaglia,68,defence,-1.04312412447873
Féthi Harek,68,defence,-1.04312412447873
Hervé Lybohy,68,defence,-1.04312412447873
Florian Miguel,67,defence,-1.06564743066799
Mehmet Zeki Çelik,66,defence,-1.07700417395722
Mattia SprocatiL,72,attack,-1.15178659106904
Florent Mollet,72,attack,-1.15178659106904
Rene Krhin,72,attack,-1.15178659106904
Yacine Bammou,72,attack,-1.15178659106904
Téji Savanier,72,attack,-1.15178659106904
Moustapha Diallo,72,attack,-1.15178659106904
Denis Bouanga,72,attack,-1.15178659106904
Daniele VerdeL,72,attack,-1.15178659106904
Rubén Alcaraz,72,attack,-1.15178659106904
Luismi,72,attack,-1.15178659106904
Salih UçanL,72,attack,-1.15178659106904
Lorenzo Lollo,72,attack,-1.15178659106904
Marcel Büchel,72,attack,-1.15178659106904
Kenneth Zohore,72,attack,-1.15178659106904
Kenan Karaman,72,attack,-1.15178659106904
Marcel Sobottka,72,attack,-1.15178659106904
Stipe PericaL,72,attack,-1.15178659106904
Emil Hallfreðsson,72,attack,-1.15178659106904
Lucas Höler,71,attack,-1.2466016927013
Benjamin Corgnet,71,attack,-1.2466016927013
Nuno da Costa,71,attack,-1.2466016927013
Jérémy Grimm,71,attack,-1.2466016927013
Anthony Gonçalves,71,attack,-1.2466016927013
Rachid Alioui,71,attack,-1.2466016927013
Umut Bozok,71,attack,-1.2466016927013
Moussa Doumbia,71,attack,-1.2466016927013
Marvin Martin,71,attack,-1.2466016927013
Tristan Dingomé,71,attack,-1.2466016927013
Stiven Mendoza,71,attack,-1.2466016927013
Guessouma Fofana,71,attack,-1.2466016927013
Sebastian Kerk,70,attack,-1.32038005781002
Prince Oniangué,70,attack,-1.32038005781002
Christian Kouakou,70,attack,-1.32038005781002
Sada Thioub,70,attack,-1.32038005781002
Javi Guerra,70,attack,-1.32038005781002
Rafał Kurzawa,70,attack,-1.32038005781002
Ondřej Petrák,69,attack,-1.37503674659988
Edgar Salli,69,attack,-1.37503674659988
Patrick Erras,69,attack,-1.37503674659988
Renaud Ripart,69,attack,-1.37503674659988
Xavier Chavalerin,69,attack,-1.37503674659988
Grejohn Kyei,69,attack,-1.37503674659988
Santi Comesaña,69,attack,-1.37503674659988
Adam Zreľák,67,attack,-1.43561007418218
