sex,age_bucket,lgbtq,inc_bucket,educ_n,region6,tenure3,poli_int_bucket,ge15_5,ge17_5,pop,pred_deal,pred_no_deal,pred_remain
Male,30-44,gay,35_50,5,Scotland,rent,middling,Lab,Lab,1800,4.6,5.8,89.5
Female,75+,straight,15_25,2,Midlands,own,low,Con,Con,2200,58.8,31.5,9.7
Male,60-75,straight,50+,4,South,own,middling,Con,Con,4600,34.6,33.2,32.1
Female,60-75,straight,15_25,4,North,own,high,UKIP,Con,1600,21.3,74.4,4.3
Male,45-60,straight,35_50,2,South,mortgage,high,Con,Con,6200,25.8,56.1,18.1
Female,30-44,gay,15_25,3,Scotland,mortgage,middling,DNV,DNV,1600,25.5,26.2,48.3
Male,45-60,straight,25_35,2,London,own,high,UKIP,Con,1400,15,81.7,3.3
Male,75+,straight,5_15,1,Midlands,rent,high,Con,Con,500,26.3,67.2,6.5
Female,60-75,straight,15_25,1,Scotland,own,middling,Oth,Oth,3600,24.3,19.2,56.5
Female,60-75,straight,5_15,1,North,rent,middling,Lab,Lab,3300,25.2,34.3,40.6
Female,60-75,straight,15_25,2,London,own,middling,Lab,Lab,3200,20.8,17.8,61.4
Male,60-75,straight,25_35,3,Wales,own,high,Oth,Oth,1700,12.9,18.1,68.9
Male,45-60,straight,35_50,4,Midlands,mortgage,middling,Lab,Lab,4500,10.4,12,77.6
Female,60-75,straight,5_15,3,Midlands,own,high,Con,Oth,600,23.4,22.8,53.8
Female,18-29,straight,35_50,4,North,own,high,DNV,Con,300,33.1,22.6,44.3
Female,30-44,straight,25_35,3,Midlands,rent,middling,Lab,Lab,3200,16.1,11.6,72.3
Male,45-60,straight,25_35,3,Midlands,own,middling,Con,Con,14500,37.1,45,17.9
Male,60-75,straight,15_25,1,North,rent,high,Lab,Lab,2400,13.8,44.4,41.7
Male,30-44,straight,35_50,2,North,mortgage,middling,DNV,DNV,6900,26.5,34.3,39.2
Female,45-60,straight,25_35,4,South,rent,middling,Lab,Lab,10600,11.9,11,77.1
Male,45-60,straight,50+,2,South,mortgage,middling,DNV,Con,5000,34.5,45.6,19.9
Male,45-60,straight,50+,5,Midlands,rent,high,Con,Con,500,22.4,39.8,37.8
Male,30-44,straight,50+,3,Midlands,mortgage,high,UKIP,Con,1800,20.5,72.4,7.1
Female,30-44,straight,15_25,4,Scotland,rent,high,Oth,Oth,3300,8.4,8.6,83
Male,45-60,straight,50+,2,London,mortgage,middling,Lab,Con,1800,32,40.5,27.5
Female,75+,straight,25_35,4,Scotland,own,high,Lab,Lab,600,9.4,9.2,81.4
Male,60-75,straight,5_15,2,South,rent,low,Con,Con,1500,36.3,55.2,8.4
Male,45-60,straight,35_50,3,London,rent,middling,Lab,Lab,8400,11.6,15.1,73.3
Female,30-44,straight,25_35,5,Midlands,rent,low,Con,DNV,3200,26.5,15.1,58.3
Female,30-44,gay,35_50,3,South,own,middling,Con,Con,1300,42.3,28,29.7
Female,45-60,straight,15_25,3,Wales,rent,low,DNV,DNV,2200,37.3,32.3,30.5
Female,60-75,gay,35_50,4,North,own,middling,Lab,Lab,900,13.6,10.8,75.6
Male,45-60,gay,35_50,1,South,own,middling,Con,Con,1200,33.1,52.6,14.3
Female,30-44,gay,25_35,2,South,mortgage,middling,Con,Con,1500,43.2,36.3,20.5
Female,45-60,straight,35_50,3,South,own,middling,Con,Con,24400,44,31.8,24.2
Male,30-44,straight,5_15,2,South,rent,middling,Lab,Lab,4400,14.4,23.7,61.9
Male,18-29,straight,50+,5,London,rent,high,DNV,Oth,900,4.7,3.4,92
Male,30-44,straight,35_50,3,South,mortgage,low,DNV,Con,6600,39.7,35.1,25.1
Female,45-60,straight,25_35,3,North,mortgage,middling,Lab,Lab,21700,17,15.2,67.7
Male,60-75,straight,50+,5,London,mortgage,high,Lab,Lab,1800,4.5,7.1,88.3
Female,45-60,straight,50+,3,South,mortgage,low,Oth,Con,7400,43.2,26.8,30
Female,60-75,straight,15_25,3,Midlands,rent,middling,Lab,Lab,4000,20.9,19.8,59.3
Male,45-60,straight,25_35,3,Midlands,own,middling,Lab,DNV,2100,22,32.3,45.7
Male,30-44,gay,50+,3,Midlands,mortgage,high,Lab,Lab,400,7.5,11.9,80.6
Female,60-75,gay,25_35,2,London,own,middling,Lab,Lab,2900,19,16.8,64.2
Male,45-60,gay,15_25,2,North,own,high,Lab,Lab,600,11.4,33.5,55.1
Female,45-60,straight,15_25,4,North,rent,middling,Lab,Lab,3700,14.7,15.3,70
Female,18-29,straight,35_50,4,North,rent,middling,Oth,Lab,2900,9.7,4.5,85.8
Female,75+,gay,5_15,3,South,own,low,DNV,Con,4200,49.8,37.4,12.8
Male,45-60,straight,5_15,3,London,own,middling,Con,Con,1500,33.5,49.6,16.9
Female,18-29,straight,25_35,4,London,rent,low,DNV,DNV,6000,26.8,11.3,61.9
Female,45-60,straight,5_15,3,North,rent,low,DNV,DNV,3200,35.8,39.2,25
Female,45-60,straight,15_25,4,Midlands,rent,low,Con,Con,2300,47.5,35.3,17.3
Male,60-75,straight,5_15,3,South,own,middling,Con,Con,5400,33.9,51.7,14.4
Male,60-75,straight,5_15,4,Midlands,rent,low,DNV,DNV,1200,28.5,42.7,28.7
Male,45-60,straight,50+,3,Scotland,mortgage,high,Con,Con,2900,24.9,45.2,29.8
Female,30-44,straight,15_25,3,Midlands,rent,high,Con,DNV,500,24.9,33.3,41.7
Female,45-60,gay,50+,4,South,mortgage,middling,Oth,Oth,2200,10.5,6.3,83.2
Female,75+,straight,15_25,3,North,own,high,Oth,DNV,600,24.8,33.3,41.9
Male,30-44,straight,25_35,2,Midlands,mortgage,middling,Lab,Lab,2600,15.2,17.3,67.5
Male,60-75,straight,25_35,2,Midlands,own,high,Con,Con,8200,29.1,58.2,12.6
Male,75+,straight,25_35,4,South,mortgage,high,Oth,Oth,300,9.7,12.6,77.7
Female,30-44,straight,35_50,5,London,rent,middling,Lab,Lab,6400,6.6,4.1,89.3
Male,30-44,straight,35_50,4,North,rent,middling,DNV,Con,1900,32.5,39,28.5
Male,18-29,straight,25_35,3,Midlands,rent,high,DNV,Oth,1900,13,12.3,74.7
Female,60-75,straight,15_25,4,Wales,own,low,Lab,Lab,2900,19.3,11.4,69.3
Male,45-60,gay,25_35,1,North,mortgage,middling,DNV,Lab,3100,19.9,37.9,42.2
Female,60-75,straight,5_15,1,South,rent,low,UKIP,Lab,2600,26.4,64.2,9.3
Male,60-75,straight,35_50,3,North,own,high,Con,Con,26500,28.7,52.8,18.5
Female,75+,straight,15_25,1,South,own,middling,Con,Con,11100,49.5,39.7,10.8
Male,30-44,straight,25_35,3,Midlands,rent,high,Lab,Lab,4300,9.5,18,72.5
Female,75+,straight,5_15,3,Midlands,own,middling,Lab,Lab,3100,23.5,16.8,59.7
Female,60-75,straight,15_25,3,South,own,low,DNV,DNV,5800,37.6,29.6,32.8
Male,45-60,gay,15_25,3,South,rent,middling,UKIP,DNV,1400,14.6,77.8,7.6
Male,45-60,straight,35_50,5,South,own,high,Oth,Oth,500,5.1,7.3,87.6
Female,60-75,straight,15_25,3,South,rent,high,Con,Con,7100,32.3,51.7,16
Male,45-60,straight,25_35,4,South,rent,middling,Lab,Lab,4200,9.6,14.4,76
Male,30-44,straight,15_25,3,South,own,low,DNV,DNV,1600,27.7,29.7,42.6
Female,45-60,straight,50+,5,South,own,high,Lab,Lab,2000,4.9,5,90.2
Male,45-60,straight,15_25,1,North,mortgage,middling,DNV,DNV,2800,25.1,54.8,20.1
Male,30-44,straight,50+,3,South,mortgage,middling,DNV,Con,30200,34.2,33.9,31.9
Male,60-75,straight,15_25,2,South,rent,middling,UKIP,Con,2900,17.8,80.2,2
Female,60-75,straight,25_35,4,North,own,high,Lab,Lab,16300,11.2,13.9,74.9
Female,60-75,straight,15_25,3,Midlands,own,low,UKIP,Con,1200,36.9,60.2,2.9
Female,60-75,straight,15_25,3,South,own,middling,Lab,Oth,1500,19.8,13.2,67
Male,75+,straight,15_25,3,South,own,middling,Oth,Oth,2800,17.8,15.3,66.8
Female,45-60,straight,15_25,4,Scotland,rent,low,Lab,Lab,1100,14.3,11.7,74
Female,45-60,straight,35_50,4,Midlands,mortgage,middling,Oth,Lab,3500,13,9.2,77.8
Male,60-75,straight,15_25,2,North,own,high,UKIP,Con,2600,13.5,84.7,1.8
Female,60-75,straight,5_15,1,Scotland,rent,low,Oth,Oth,1000,30,24.6,45.4
Male,60-75,straight,50+,3,Scotland,mortgage,high,Oth,Lab,500,7.8,13.8,78.4
Male,75+,straight,25_35,3,South,own,middling,Con,Con,31200,40.5,40.2,19.4
Female,45-60,straight,25_35,3,North,rent,middling,DNV,Lab,3100,22.2,21.2,56.6
Male,45-60,straight,35_50,3,North,mortgage,high,DNV,DNV,2000,17.8,43.1,39.1
Female,45-60,straight,35_50,3,South,mortgage,low,Lab,Lab,1100,17.1,10.7,72.1
Male,45-60,straight,50+,5,South,mortgage,middling,UKIP,Oth,2700,16.1,31.1,52.8
Female,45-60,straight,25_35,3,Scotland,mortgage,low,Con,Con,900,47.2,32.4,20.4
Male,45-60,straight,5_15,3,South,own,middling,UKIP,DNV,1300,16.9,74.8,8.3
Female,60-75,straight,15_25,4,North,rent,low,Con,Con,2700,47.8,37,15.1
Male,45-60,straight,5_15,3,South,rent,middling,Oth,DNV,2800,19.1,43.3,37.6
Female,18-29,straight,5_15,2,Scotland,rent,high,Oth,Oth,300,12.7,10.8,76.5
Female,18-29,gay,5_15,3,Midlands,rent,high,DNV,Lab,400,15.2,16.1,68.7
Female,30-44,straight,25_35,5,London,rent,middling,Oth,Lab,1600,7.3,5,87.7
Female,18-29,straight,15_25,5,London,rent,middling,Lab,Lab,6000,6.5,3.3,90.2
Female,60-75,straight,35_50,3,Scotland,own,middling,Con,Con,4600,44.9,31.2,23.9
Female,18-29,straight,35_50,3,North,rent,middling,Lab,Con,1300,40.6,21.5,37.9
Female,60-75,straight,25_35,3,North,mortgage,middling,DNV,Con,3600,44.2,40.8,15
Female,60-75,straight,15_25,3,North,rent,middling,DNV,Con,3100,41.5,46.5,12
Male,18-29,straight,15_25,3,London,rent,high,Con,Con,3900,28.8,39.2,31.9
Female,18-29,straight,25_35,5,Midlands,rent,middling,DNV,DNV,1300,19.7,10.5,69.7
Female,45-60,straight,35_50,3,Wales,mortgage,high,Lab,Lab,1600,11.6,13.2,75.1
Male,30-44,straight,50+,3,Midlands,own,high,Con,Con,500,30.3,38.2,31.6
Female,75+,straight,5_15,1,South,rent,high,Oth,Con,500,30.4,58.4,11.2
Male,30-44,straight,50+,3,South,mortgage,high,Con,Con,19200,26.7,38.6,34.7
Male,45-60,straight,25_35,2,Midlands,mortgage,high,Con,Con,4400,26.7,59.9,13.4
Female,60-75,straight,25_35,4,North,rent,high,Con,Con,500,32.8,46.7,20.5
Male,45-60,straight,35_50,4,London,own,middling,Lab,Lab,3800,8.6,9.2,82.3
Female,60-75,straight,15_25,3,North,mortgage,low,Con,Con,4300,50.8,37.1,12.1
Male,60-75,straight,5_15,2,South,own,middling,Lab,Lab,2000,17,28.3,54.7
Male,30-44,straight,35_50,2,South,rent,high,DNV,Con,2700,25.5,53.9,20.6
Male,60-75,straight,15_25,2,North,own,middling,Lab,Lab,12200,18.5,28.3,53.2
Female,45-60,straight,15_25,2,Scotland,rent,middling,Oth,Oth,6100,20,17.6,62.4
Female,30-44,straight,25_35,5,South,mortgage,middling,Lab,Lab,3200,6.9,4.7,88.5
Male,30-44,straight,35_50,4,North,mortgage,middling,DNV,Con,2100,33,36.2,30.8
Male,60-75,straight,15_25,3,Midlands,own,middling,Con,Con,41300,37.7,48.2,14.1
Male,45-60,straight,50+,5,North,mortgage,middling,Lab,Lab,3900,6.6,7.3,86.1
Female,30-44,straight,5_15,4,North,rent,low,DNV,Oth,500,24.9,13.7,61.4
Female,60-75,straight,35_50,4,North,rent,high,Lab,Oth,300,12.3,12.4,75.2
Male,45-60,straight,25_35,4,Scotland,own,high,Oth,Lab,1400,6.1,12.8,81.1
Female,18-29,straight,25_35,3,London,rent,low,DNV,Oth,2400,21.6,6.1,72.2
Female,45-60,straight,25_35,3,South,mortgage,low,Con,Con,7600,48.5,33,18.5
Female,30-44,straight,35_50,4,Midlands,mortgage,low,Lab,Lab,12300,13.8,6.2,80
Female,30-44,straight,5_15,2,South,rent,middling,Lab,Lab,7100,18,18.3,63.6
Male,18-29,straight,25_35,2,South,rent,low,Con,Lab,5200,19.6,12.3,68.1
Female,60-75,straight,25_35,5,North,own,middling,DNV,Lab,1000,14.9,11.1,74
Female,60-75,straight,35_50,3,North,mortgage,middling,Oth,Oth,800,20.6,12.2,67.3
Female,30-44,straight,15_25,3,North,mortgage,low,DNV,DNV,3800,36.6,26.4,37
Male,60-75,straight,15_25,3,North,own,middling,Lab,Lab,28800,16.1,23,61
Female,60-75,straight,5_15,3,Wales,own,middling,Lab,Lab,4200,20.7,17.7,61.6
Male,45-60,straight,5_15,2,South,rent,low,Con,Con,3200,34.9,55.6,9.5
Female,18-29,straight,35_50,4,South,rent,middling,DNV,Oth,3400,12.5,4.2,83.3
Male,60-75,straight,50+,3,North,own,high,Con,Lab,400,13.3,19.6,67.1
Female,30-44,straight,15_25,3,North,rent,middling,Lab,Lab,11500,16.6,14.4,69
Female,18-29,straight,35_50,3,North,rent,middling,Lab,Lab,1300,12.7,6.1,81.2
Female,60-75,straight,5_15,1,South,rent,middling,Con,Lab,800,28.3,33.2,38.5
Male,30-44,straight,15_25,5,Wales,rent,middling,Lab,Lab,1700,7.3,8.7,84
Female,75+,straight,5_15,3,London,own,low,Con,Con,1500,55.4,30.6,14
Female,30-44,straight,50+,5,London,rent,high,Con,Con,700,24.8,21.6,53.6
Female,60-75,straight,15_25,4,Midlands,own,high,Oth,Lab,1300,12.3,15.4,72.2
Male,18-29,straight,25_35,3,South,rent,high,DNV,DNV,2800,16.4,25.6,58
Male,18-29,straight,35_50,4,South,rent,middling,DNV,Con,2300,31.8,25.2,43
Male,45-60,straight,35_50,2,Midlands,mortgage,middling,Lab,Lab,8100,15.9,20.4,63.7
Female,75+,straight,15_25,5,South,own,middling,Lab,Con,1800,35.1,26,38.9
Male,30-44,straight,25_35,3,South,rent,high,Con,Con,6100,25.4,50.2,24.4
Male,45-60,straight,35_50,4,London,mortgage,middling,Con,Con,1700,32.5,36.5,31
Male,30-44,straight,35_50,4,South,rent,high,Oth,Oth,1800,6.5,8.8,84.7
Male,30-44,straight,35_50,4,London,rent,high,DNV,Con,700,23.3,41.2,35.5
Male,30-44,straight,35_50,3,South,mortgage,low,DNV,UKIP,3300,38,45.4,16.6
Male,30-44,straight,15_25,3,Midlands,rent,middling,DNV,UKIP,1200,30.9,58.5,10.6
Female,45-60,gay,35_50,4,Scotland,mortgage,middling,Oth,Oth,600,10.5,7.1,82.4
Female,60-75,straight,35_50,3,South,own,high,Oth,Con,2900,31.2,39.5,29.3
Female,45-60,straight,25_35,2,North,mortgage,middling,Lab,Lab,7500,20.1,19.2,60.6
Female,60-75,straight,5_15,2,North,own,low,Lab,Lab,3800,28.7,23.8,47.4
Male,60-75,straight,15_25,4,London,own,high,Oth,Lab,1800,8.2,16.6,75.2
Female,30-44,straight,50+,3,South,mortgage,middling,Con,Con,17600,43.1,23.8,33.1
Female,60-75,straight,25_35,2,London,own,middling,Lab,Lab,2900,19.9,15.4,64.7
Female,45-60,straight,15_25,2,North,rent,middling,Lab,DNV,1900,28.7,39.4,31.9
Female,60-75,straight,5_15,3,Midlands,rent,middling,Con,Con,6400,43.7,45,11.3
Male,60-75,straight,25_35,3,North,own,low,UKIP,Con,4500,26.9,70.2,2.9
Female,75+,straight,15_25,2,London,own,low,DNV,DNV,1000,44.5,27.8,27.7
Male,60-75,straight,15_25,3,North,rent,middling,Lab,DNV,1700,22.1,44,33.8
Female,30-44,straight,15_25,3,Wales,own,middling,DNV,Lab,900,20.6,13,66.4
Male,45-60,straight,15_25,3,Midlands,own,low,DNV,Con,4600,39.8,46.8,13.4
Female,60-75,straight,15_25,2,North,own,middling,Lab,Lab,21800,23.3,21.9,54.8
Female,60-75,gay,15_25,2,South,own,low,Con,Con,5600,48.7,39.9,11.4
Male,60-75,straight,15_25,3,Wales,own,high,Lab,Lab,5700,11.7,23.5,64.8
Female,45-60,straight,15_25,3,Scotland,own,high,Oth,DNV,300,17.4,30.3,52.3
Female,30-44,straight,50+,5,South,mortgage,middling,Con,Lab,700,7.9,3.8,88.3
Female,45-60,straight,25_35,3,London,rent,middling,UKIP,Oth,1400,28.4,44.7,26.9
Male,30-44,straight,5_15,3,North,rent,middling,Lab,Lab,10800,13.9,21.9,64.2
Female,30-44,straight,15_25,3,North,mortgage,low,Oth,Lab,2600,20,12.6,67.5
Male,45-60,straight,25_35,3,Scotland,own,low,Oth,Lab,7100,13.7,14.6,71.7
Female,60-75,straight,15_25,2,London,rent,middling,Con,Con,3700,44.2,43.6,12.2
Male,60-75,straight,35_50,3,North,own,high,Lab,Lab,12100,10.7,20.2,69.1
Female,30-44,straight,50+,4,South,rent,low,Con,Con,2100,44.4,20.6,35
Male,60-75,straight,15_25,1,South,own,middling,Con,Con,22500,34.3,55.8,9.9
Male,18-29,straight,35_50,5,Scotland,mortgage,high,Oth,Oth,1000,3.2,2.6,94.2
Female,60-75,straight,15_25,3,North,own,low,Oth,Lab,7900,24.6,17.2,58.2
Female,30-44,straight,25_35,3,Scotland,rent,middling,Lab,Lab,1900,12.2,9.5,78.3
Female,18-29,straight,5_15,3,North,rent,middling,Lab,Lab,3600,15.7,10.2,74.1
Male,60-75,straight,25_35,4,North,own,middling,Lab,Con,1200,30.7,42.6,26.6
Female,18-29,straight,35_50,4,London,rent,middling,DNV,Lab,15600,11,4.5,84.5
Male,18-29,straight,25_35,1,London,rent,middling,Oth,Lab,3800,13.8,12.7,73.5
Male,30-44,straight,50+,2,South,mortgage,middling,Con,Con,11300,37.4,35.9,26.6
Female,45-60,straight,25_35,4,South,mortgage,middling,DNV,Lab,3200,15.3,12.6,72.1
Female,18-29,straight,25_35,3,London,rent,middling,DNV,Lab,3600,15.7,7.3,77
Male,45-60,straight,5_15,2,London,mortgage,middling,UKIP,UKIP,600,14.1,84.6,1.2
Male,45-60,straight,15_25,2,Scotland,own,low,DNV,DNV,4600,28.4,41,30.6
Female,18-29,straight,15_25,3,South,rent,high,DNV,Oth,1600,14.2,9.8,76
Male,30-44,straight,35_50,2,South,mortgage,middling,UKIP,Con,4300,24.8,70,5.2
Female,60-75,straight,15_25,2,South,rent,middling,Oth,Con,3500,38.4,46.5,15
Female,60-75,straight,35_50,4,London,mortgage,high,Oth,Lab,400,9,9.8,81.3
Male,60-75,gay,5_15,3,South,rent,middling,DNV,DNV,1400,21.7,52.1,26.2
Male,45-60,gay,35_50,5,South,mortgage,high,Lab,Lab,300,4.2,9.6,86.2
Female,45-60,straight,15_25,2,South,mortgage,middling,DNV,DNV,1200,31.4,37.4,31.2
Male,60-75,straight,35_50,3,Midlands,mortgage,middling,UKIP,Con,1200,24.6,71.7,3.7
Male,18-29,straight,25_35,4,South,rent,middling,DNV,DNV,4800,18.1,16.9,65.1
Male,45-60,straight,5_15,4,North,own,high,Lab,Lab,1600,8.7,22.6,68.7
Male,18-29,straight,25_35,4,South,rent,middling,Oth,Lab,8100,7.2,5.9,86.9
Male,45-60,straight,5_15,3,South,own,low,DNV,Con,1400,35.9,50.3,13.8
Female,45-60,straight,50+,3,South,mortgage,high,Lab,Lab,3000,9.3,10.6,80.2
Male,30-44,straight,35_50,4,London,own,low,Con,Con,3600,38.7,25.8,35.5
Female,60-75,straight,15_25,1,Midlands,own,middling,Con,Con,20800,47.1,44,8.9
Male,45-60,straight,35_50,5,North,own,middling,UKIP,Con,2300,22.8,68.3,8.9
Male,45-60,straight,35_50,3,North,mortgage,high,Lab,Lab,9800,9.5,20,70.6
Male,30-44,straight,25_35,4,Scotland,rent,low,Oth,Oth,7400,10.9,8.1,81
Male,18-29,straight,25_35,1,Wales,mortgage,middling,Lab,Lab,2200,15,12.1,72.9
Male,30-44,straight,50+,4,South,mortgage,high,DNV,Lab,7000,6.7,9.3,83.9
Female,45-60,straight,15_25,4,South,own,middling,DNV,Oth,1600,18.3,11.9,69.7
Male,45-60,straight,35_50,4,South,mortgage,middling,Oth,Con,5900,26.8,36.9,36.3
Male,60-75,straight,15_25,3,Wales,own,high,UKIP,Con,1600,15.8,81.3,2.9
Female,60-75,straight,25_35,4,Scotland,own,high,Oth,Oth,5200,9.9,9.3,80.7
Female,75+,straight,25_35,4,South,own,high,Con,Con,4000,36.8,35,28.2
Male,30-44,straight,25_35,1,Midlands,mortgage,middling,UKIP,Lab,3700,21.2,61.3,17.5
Female,45-60,straight,35_50,2,South,rent,high,Con,Con,1900,33.2,48.8,17.9
Female,60-75,straight,35_50,3,South,mortgage,middling,Con,Con,8200,45.4,33.5,21.1
Female,30-44,straight,25_35,2,North,rent,low,DNV,Lab,2000,28.7,18.6,52.7
Male,45-60,straight,25_35,4,London,rent,middling,Con,DNV,1600,20.7,30,49.3
Female,18-29,straight,25_35,3,Midlands,rent,middling,UKIP,Con,1800,41.2,50.9,7.8
Female,30-44,straight,5_15,3,South,rent,low,DNV,UKIP,1400,42.6,46.8,10.6
Male,45-60,straight,25_35,5,Midlands,own,high,Lab,DNV,700,10.6,24.1,65.2
Female,30-44,gay,15_25,2,North,mortgage,middling,Lab,Lab,2300,18.3,17.8,63.9
Male,60-75,straight,35_50,3,South,own,middling,Lab,Oth,700,14.4,12.7,72.9
Male,45-60,straight,15_25,3,North,own,middling,UKIP,Lab,1800,18.4,63,18.7
Male,45-60,straight,25_35,2,North,mortgage,low,Lab,Lab,2000,19.7,24.2,56.1
Male,45-60,straight,50+,4,London,mortgage,middling,Con,Con,9400,32.4,32.3,35.3
Female,45-60,straight,50+,5,South,mortgage,middling,Con,Con,5500,33.4,22.1,44.5
Female,45-60,straight,15_25,2,South,rent,high,Lab,Lab,2400,13.8,25.4,60.8
Male,60-75,straight,25_35,4,South,own,middling,Oth,Oth,8000,12.1,11.4,76.5
Male,60-75,straight,50+,3,London,mortgage,middling,Oth,Lab,3400,11.8,11.9,76.3
Male,60-75,straight,5_15,3,Scotland,own,middling,Con,Con,1000,33.1,50.9,16
Male,60-75,straight,25_35,4,Scotland,own,high,Oth,Oth,9400,8,12.2,79.7
Male,30-44,straight,25_35,3,South,rent,middling,Lab,Lab,13800,10.9,13.7,75.4
Female,30-44,straight,35_50,5,Wales,rent,middling,UKIP,Con,1800,34.3,52.4,13.3
Female,60-75,straight,25_35,3,South,own,middling,Lab,Lab,16300,16.6,13,70.3
Female,60-75,straight,35_50,5,Scotland,own,middling,Oth,Oth,2300,8.8,4.6,86.6
Female,45-60,gay,50+,4,North,own,high,Lab,Lab,200,8,9.5,82.5
Male,75+,straight,25_35,3,Wales,own,low,Oth,UKIP,2500,41.7,45.1,13.2
Male,60-75,straight,25_35,4,North,mortgage,middling,DNV,Lab,2000,15.9,20.6,63.4
Male,60-75,straight,25_35,3,South,mortgage,high,Lab,Con,400,22.3,54.5,23.2
Female,60-75,straight,5_15,3,London,own,middling,Oth,Oth,2600,21.1,14.4,64.5
Female,45-60,straight,35_50,3,Midlands,mortgage,middling,Con,Oth,600,24.4,12.1,63.5
Male,75+,straight,15_25,3,South,own,middling,UKIP,Con,7700,24.9,71.5,3.6
Male,75+,straight,25_35,4,Scotland,own,high,Oth,Lab,300,7.7,12.2,80.1
Male,60-75,straight,15_25,3,North,rent,low,Oth,Con,1300,34.8,51.5,13.7
Male,45-60,straight,35_50,3,South,rent,middling,Con,Con,11300,33.3,45.9,20.9
Male,30-44,straight,35_50,4,London,rent,middling,DNV,Lab,2900,10.6,10.4,79.1
Female,60-75,straight,15_25,3,South,own,high,Con,Con,40100,34.5,47.1,18.4
Female,30-44,straight,50+,4,South,mortgage,middling,Oth,Oth,7900,9.3,3.9,86.9
Female,45-60,straight,5_15,3,South,rent,low,Lab,Lab,6600,20.6,19.3,60.2
Male,45-60,straight,50+,3,South,mortgage,middling,DNV,Lab,800,13.7,15.2,71.1
Female,75+,straight,15_25,3,South,rent,high,Con,Lab,400,19,21.8,59.2
Male,60-75,straight,50+,5,Midlands,own,high,Con,Con,1200,25.1,36.1,38.7
Male,75+,straight,5_15,1,Scotland,rent,middling,Oth,Con,1100,30.1,58.8,11.1
Male,30-44,straight,25_35,4,South,rent,middling,DNV,Lab,2200,11.3,13.3,75.4
Female,30-44,straight,25_35,5,South,mortgage,low,DNV,Lab,1400,12.1,6.3,81.7
Female,60-75,straight,15_25,3,North,own,middling,DNV,Lab,1200,25.2,21.5,53.3
Female,30-44,gay,50+,4,South,mortgage,middling,Con,Lab,700,10.9,5.9,83.2
Male,75+,straight,35_50,2,South,own,high,Con,Con,3000,32.2,49.9,18
Male,30-44,straight,15_25,3,South,rent,middling,DNV,Lab,4900,15.1,20.3,64.6
Female,45-60,gay,35_50,5,South,mortgage,high,Lab,Lab,600,5.2,7.3,87.4
Male,60-75,straight,25_35,3,London,mortgage,high,Lab,Lab,700,9.8,19.9,70.4
Female,75+,straight,25_35,3,South,own,high,Con,Con,17300,39.5,39,21.4
Male,75+,straight,25_35,3,Midlands,own,middling,UKIP,Con,2400,28.2,68.2,3.6
Female,60-75,straight,25_35,5,Wales,own,high,Oth,Oth,1400,9,7.5,83.6
Male,45-60,straight,35_50,3,South,rent,high,Lab,Lab,2100,8.4,19.1,72.6
Male,45-60,straight,25_35,2,North,own,high,UKIP,Con,800,14,83.6,2.4
Female,60-75,straight,15_25,4,Wales,own,middling,DNV,Con,900,44.1,35.5,20.4
Male,45-60,straight,25_35,2,London,rent,middling,Con,Con,1800,33.9,51.4,14.7
Male,30-44,straight,50+,3,North,mortgage,middling,DNV,Con,8300,36.1,36.5,27.4
Female,30-44,straight,35_50,5,London,rent,middling,Lab,Oth,1100,7.4,3.5,89
Male,45-60,straight,15_25,1,North,rent,low,DNV,DNV,2800,28.7,54.6,16.7
Female,30-44,straight,25_35,4,Midlands,rent,low,DNV,DNV,3400,32.4,20.5,47
Female,30-44,straight,15_25,4,North,mortgage,middling,DNV,DNV,3200,26.9,23.6,49.5
Female,30-44,straight,50+,3,South,mortgage,middling,Con,Oth,4000,16.7,6.4,77
Male,18-29,straight,50+,4,London,rent,middling,Con,Lab,2200,8.1,4.3,87.5
Female,60-75,straight,35_50,2,South,rent,middling,UKIP,Con,1100,29.6,67.1,3.3
Female,45-60,straight,25_35,5,Scotland,own,high,Lab,Lab,300,5.3,6.8,87.9
Female,75+,straight,15_25,1,South,mortgage,low,Con,Con,5600,54.1,36.8,9.1
Female,60-75,straight,25_35,4,North,own,low,Oth,Con,6400,45.1,30.5,24.4
Female,60-75,straight,15_25,4,South,mortgage,middling,Con,Con,4100,41.5,36.2,22.3
Female,30-44,gay,25_35,4,London,own,low,Con,Con,1700,45,23.4,31.6
Male,18-29,straight,15_25,3,North,rent,high,Oth,Oth,1900,10.2,11.9,77.9
Male,45-60,straight,35_50,3,South,mortgage,high,UKIP,Con,4100,15.1,80.2,4.7
Male,60-75,gay,15_25,1,North,own,high,UKIP,Con,600,11,87.7,1.2
Female,45-60,straight,35_50,3,Scotland,mortgage,middling,Oth,Con,1000,36,32,32.1
Female,45-60,straight,35_50,4,Scotland,mortgage,middling,Oth,Lab,800,9.7,7.4,82.9
Male,60-75,straight,25_35,4,North,own,middling,Con,Con,12000,35.6,43.3,21.1
Female,60-75,straight,15_25,4,North,own,middling,Oth,Lab,2600,16.2,13.8,70
Male,75+,straight,35_50,4,London,own,high,Lab,Lab,2300,7.8,10.3,81.9
Female,30-44,straight,15_25,4,North,rent,high,Lab,Lab,3000,9.5,12.9,77.6
