sex,age_bucket,lgbtq,inc_bucket,educ_n,region6,tenure3,poli_int_bucket,ge15_5,ge17_5,pop,pred_deal,pred_no_deal,pred_remain
Female,30-44,straight,25_35,3,South,mortgage,middling,Con,Con,6800,43.6,30,26.4
Female,60-75,straight,25_35,4,Midlands,own,middling,Con,Con,25700,46.2,31.8,22
Male,45-60,straight,25_35,3,North,own,low,UKIP,UKIP,1700,20.9,77.3,1.8
Male,45-60,straight,15_25,2,South,rent,middling,UKIP,Lab,4700,16.3,69.2,14.5
Female,45-60,straight,35_50,4,South,mortgage,middling,DNV,Lab,2700,14.3,10.6,75
Male,60-75,straight,35_50,3,Wales,rent,middling,Con,Con,1200,38,44.6,17.4
Female,45-60,straight,35_50,3,South,mortgage,low,UKIP,Con,5900,36.4,58.4,5.2
Female,30-44,straight,15_25,2,North,rent,middling,Lab,DNV,1300,28.8,31.8,39.4
Female,18-29,straight,25_35,3,North,rent,low,Lab,Lab,3400,17.1,7.1,75.8
Male,45-60,straight,15_25,1,North,rent,middling,DNV,Oth,2700,24.5,38,37.5
Male,45-60,straight,25_35,5,Midlands,rent,middling,Con,Con,2600,30.1,41.2,28.8
Female,30-44,straight,50+,4,London,mortgage,middling,Con,Con,8600,38.6,19.1,42.4
Male,60-75,straight,25_35,5,North,own,middling,Lab,Lab,4600,9,11.1,79.9
Male,18-29,straight,50+,4,North,mortgage,middling,DNV,DNV,2200,17.8,12.3,69.9
Male,45-60,straight,15_25,3,North,rent,low,UKIP,Con,5300,21.4,76.3,2.3
Female,18-29,straight,50+,4,London,mortgage,middling,DNV,Lab,2800,9.4,3.1,87.5
Male,60-75,straight,15_25,1,Midlands,own,middling,Lab,Lab,2300,20.6,32,47.3
Female,45-60,gay,25_35,3,Scotland,mortgage,low,Lab,Lab,1100,16,12.8,71.3
Male,45-60,straight,25_35,3,Midlands,rent,middling,Con,Con,13400,34.8,49.6,15.6
Female,75+,straight,25_35,2,North,own,middling,Con,Con,3400,52.4,35,12.6
Female,60-75,straight,5_15,1,London,rent,low,Lab,Lab,2600,28.2,27.7,44.1
Female,30-44,straight,35_50,3,Scotland,mortgage,middling,Oth,Lab,2600,11,7,82
Female,30-44,straight,25_35,3,North,rent,middling,DNV,Lab,4700,20.4,15.6,63.9
Male,75+,straight,35_50,3,South,own,low,Con,Con,6200,47.1,33.5,19.4
Male,18-29,straight,25_35,4,Midlands,rent,high,Oth,Oth,900,7.3,6.9,85.8
Female,60-75,straight,15_25,2,Wales,own,middling,UKIP,Con,5300,31.3,66.1,2.6
Male,45-60,straight,50+,3,Wales,mortgage,middling,Oth,Oth,2000,13.4,10.5,76
Female,45-60,straight,5_15,3,North,own,low,Oth,Oth,1700,26.1,16.2,57.7
Male,45-60,straight,35_50,4,North,own,middling,Con,Con,5200,34.2,39.4,26.3
Male,60-75,straight,25_35,1,South,mortgage,low,Con,Con,5400,40.1,50.1,9.8
Female,75+,gay,15_25,1,South,own,high,Con,Con,1000,35.8,52.9,11.3
Female,60-75,straight,15_25,2,North,own,middling,Lab,Con,8600,41.7,43.8,14.4
Male,45-60,straight,25_35,3,Scotland,mortgage,high,Oth,Oth,5100,9.1,16.2,74.7
Male,60-75,straight,15_25,3,North,own,low,Lab,Oth,1000,22.4,19.5,58.1
Male,45-60,straight,35_50,2,North,mortgage,low,UKIP,DNV,11300,23.1,69.6,7.2
Male,30-44,straight,15_25,4,North,rent,middling,Lab,Lab,1600,10.5,14.3,75.2
Female,30-44,straight,25_35,5,North,mortgage,middling,Lab,Lab,4400,8.3,5.7,86
Male,60-75,straight,15_25,3,London,own,low,Con,Con,5500,42.1,42.4,15.5
Female,75+,straight,15_25,4,Midlands,own,middling,Lab,Lab,1300,17.9,11.1,71
Female,45-60,gay,25_35,4,London,own,high,Lab,Lab,400,8,10.7,81.3
Male,75+,straight,15_25,1,Scotland,rent,high,Oth,Oth,600,15.8,30.8,53.4
Male,45-60,straight,35_50,2,Wales,mortgage,middling,Oth,Oth,1600,17.6,16.5,65.9
Male,60-75,straight,25_35,3,South,own,low,UKIP,Con,8600,27,69.3,3.6
Male,60-75,straight,35_50,3,South,mortgage,low,Con,Con,6200,41.8,39.7,18.4
Male,75+,straight,15_25,1,Wales,mortgage,middling,Lab,Lab,1400,22,28.1,49.9
Male,18-29,gay,15_25,2,North,rent,high,Con,Con,900,28.4,51.8,19.8
Male,30-44,straight,50+,4,Midlands,mortgage,middling,Con,Con,18500,35,28.2,36.8
Female,45-60,straight,50+,4,London,own,middling,Lab,Lab,4100,9.5,5.6,85
Female,60-75,straight,25_35,2,Midlands,mortgage,middling,Con,Con,6400,48.3,39.5,12.2
Female,75+,straight,15_25,3,Midlands,own,high,Con,Con,6200,41.5,42.3,16.2
Female,30-44,straight,5_15,3,North,rent,middling,UKIP,Con,1200,27.8,68.7,3.5
Male,60-75,straight,5_15,1,Scotland,own,low,Oth,Oth,2300,24.3,27.5,48.3
Female,30-44,straight,25_35,5,Scotland,own,middling,Oth,Con,1100,26.1,18.5,55.4
Female,30-44,gay,5_15,2,North,rent,middling,DNV,DNV,1600,30.9,42,27.1
Male,60-75,straight,25_35,2,Midlands,own,high,Lab,Lab,1100,13.6,27.8,58.6
Female,60-75,straight,35_50,3,North,own,middling,Lab,Con,2200,42.4,34,23.6
Female,60-75,straight,15_25,2,Midlands,own,middling,UKIP,Con,8000,30.5,67.2,2.4
Male,30-44,straight,50+,4,Scotland,mortgage,high,Oth,Oth,12300,5,5.5,89.5
Female,60-75,straight,15_25,3,Scotland,own,high,Oth,Oth,8800,13.7,14.8,71.5
Male,30-44,straight,35_50,4,Midlands,mortgage,high,UKIP,Con,1600,19.1,72.8,8.1
Female,45-60,straight,15_25,2,South,own,high,Lab,Lab,1200,13.7,21.5,64.8
Male,18-29,straight,35_50,3,Scotland,own,middling,Oth,DNV,1400,14.8,11.4,73.8
Female,30-44,straight,15_25,3,Midlands,rent,middling,Lab,Lab,6100,17,13.6,69.4
Female,18-29,straight,35_50,4,North,mortgage,low,Con,Lab,6500,15.8,4.6,79.7
Female,45-60,straight,25_35,2,Wales,mortgage,low,DNV,Lab,2400,30.1,19.4,50.5
Male,45-60,gay,35_50,5,North,mortgage,middling,DNV,Lab,1000,9.5,13.2,77.2
Male,45-60,straight,15_25,3,South,mortgage,high,Oth,Oth,800,10.5,20.5,68.9
Male,30-44,straight,35_50,2,Wales,mortgage,low,DNV,Lab,4700,21.9,16.6,61.4
Male,60-75,straight,25_35,2,South,own,middling,DNV,DNV,1100,26.9,42,31.1
Female,45-60,straight,25_35,4,South,rent,low,DNV,Oth,2100,21.9,12,66.1
Male,60-75,straight,25_35,3,South,own,high,Con,Con,64400,26.9,53.8,19.3
Female,60-75,straight,5_15,5,South,own,middling,Oth,Oth,1000,12.3,8.7,79
Female,30-44,straight,5_15,2,Midlands,rent,middling,Lab,Lab,5600,21,20,59
Male,18-29,straight,25_35,3,London,rent,high,Oth,Oth,1100,8,7.7,84.3
Male,60-75,straight,15_25,1,Scotland,rent,middling,Con,Con,900,30.9,59.6,9.5
Male,60-75,straight,35_50,3,South,own,high,Con,Oth,3500,14.2,17.7,68.1
Female,60-75,gay,25_35,4,North,own,high,Con,Con,800,32.5,44.9,22.6
Male,45-60,straight,25_35,4,South,rent,middling,Oth,Lab,1800,9.7,14.6,75.7
Male,30-44,straight,50+,5,London,mortgage,high,Lab,Lab,14200,3.3,4.3,92.4
Female,45-60,straight,15_25,4,South,own,high,DNV,Con,500,29.4,44.8,25.8
Male,60-75,straight,25_35,4,London,own,high,Lab,Lab,6300,7.6,14,78.4
Female,60-75,straight,25_35,5,Midlands,own,low,Oth,Con,3400,41.4,25.6,33.1
Male,45-60,straight,50+,5,South,mortgage,middling,DNV,Con,1300,26.3,31.2,42.6
Male,30-44,straight,50+,2,London,rent,middling,UKIP,Con,2900,26.5,67.5,6
Female,18-29,straight,35_50,4,Wales,mortgage,middling,Oth,Lab,2000,8.8,3.2,87.9
Male,75+,straight,35_50,3,Wales,mortgage,high,UKIP,UKIP,300,16.6,81,2.4
Female,45-60,straight,15_25,3,Wales,own,low,Con,Lab,1000,27.8,15.6,56.6
Female,45-60,straight,35_50,4,North,mortgage,high,Con,Con,4200,32.3,39.7,28
Male,45-60,straight,25_35,2,North,own,high,Lab,Lab,2200,11.8,27.5,60.7
Male,60-75,straight,25_35,3,South,own,high,Oth,Con,2100,23.2,52.8,24
Male,60-75,straight,25_35,2,North,own,high,Oth,Con,500,24.3,60.3,15.4
Male,45-60,straight,35_50,5,North,mortgage,high,UKIP,Con,800,14.9,77.1,8
Female,60-75,straight,5_15,1,North,own,middling,Lab,Lab,10700,25.7,29.8,44.5
Male,60-75,straight,25_35,1,North,own,middling,Con,Oth,800,27.9,28.8,43.4
Male,30-44,straight,50+,4,Scotland,mortgage,high,DNV,Lab,1000,6.1,8.5,85.5
Female,18-29,straight,15_25,5,Wales,rent,middling,DNV,Lab,2700,10.6,5,84.4
Female,45-60,gay,15_25,3,South,mortgage,low,Lab,Lab,1400,18.4,16.1,65.5
Female,45-60,straight,35_50,4,London,rent,middling,Con,Con,2600,40.1,30.5,29.4
Female,30-44,straight,25_35,5,Wales,rent,middling,Lab,Lab,2100,8.3,5.5,86.2
Female,60-75,gay,25_35,4,London,own,high,Oth,Lab,500,9.2,11.8,78.9
Male,45-60,straight,35_50,2,London,own,middling,Lab,Lab,1300,13.6,16.2,70.2
Female,60-75,straight,5_15,1,North,own,low,DNV,Lab,5000,35.7,31.8,32.6
Female,18-29,straight,5_15,2,South,rent,low,Lab,Lab,2700,20.2,10.9,68.9
Female,30-44,straight,15_25,4,South,rent,middling,DNV,Con,5700,38.2,34.1,27.7
Male,60-75,straight,35_50,3,North,own,middling,Lab,Con,900,33.6,43.6,22.9
Male,60-75,straight,15_25,2,Midlands,rent,low,UKIP,Con,3200,22.7,75.7,1.6
Male,60-75,straight,5_15,3,North,own,middling,Con,Con,6200,34.5,53.6,11.9
Male,60-75,straight,50+,5,South,own,middling,Con,Con,12800,29.8,28.5,41.7
Male,60-75,straight,15_25,2,South,own,middling,UKIP,Con,8200,20.2,77.4,2.4
Female,60-75,straight,15_25,3,Midlands,own,middling,Lab,Lab,18200,20.6,16.6,62.8
Female,18-29,straight,35_50,4,Scotland,mortgage,middling,DNV,DNV,2500,18.5,8.8,72.8
Female,30-44,straight,25_35,4,South,rent,high,DNV,Oth,400,11.7,10.5,77.8
Male,30-44,straight,50+,4,London,mortgage,high,Con,Lab,2100,6.7,7.8,85.4
Male,30-44,straight,5_15,3,South,rent,high,Lab,Lab,2400,8.8,21.9,69.3
Male,45-60,gay,5_15,3,South,own,middling,DNV,Con,1400,28.3,57.1,14.6
Male,30-44,straight,50+,5,London,mortgage,high,DNV,DNV,1000,9.3,14.1,76.7
Female,30-44,straight,50+,3,North,mortgage,middling,Con,Con,4200,45.8,25.8,28.5
Female,45-60,straight,35_50,3,Midlands,own,middling,Lab,Lab,3200,16.5,11.4,72.1
Female,45-60,straight,25_35,5,North,own,low,Con,Con,900,43.8,27.2,29.1
Male,45-60,straight,35_50,5,South,own,low,Oth,Con,5500,27.6,28.1,44.2
Male,60-75,straight,35_50,2,South,mortgage,low,UKIP,Con,4000,26.5,70.5,3
Male,60-75,straight,15_25,4,South,own,high,Oth,Lab,2800,8.2,17.9,73.9
Male,30-44,straight,25_35,3,North,mortgage,middling,Con,Con,1600,36.5,41.6,21.9
Female,30-44,straight,35_50,5,South,mortgage,low,Con,Con,7100,38.8,18.3,42.9
Male,45-60,straight,15_25,3,North,rent,high,Lab,Lab,3000,10.4,29.6,59.9
Male,60-75,straight,15_25,2,South,own,high,Con,Lab,400,15.4,32.8,51.8
Male,60-75,gay,35_50,3,South,own,middling,UKIP,Con,3800,22.1,73.5,4.4
Female,30-44,straight,25_35,3,South,mortgage,middling,DNV,DNV,2600,27.9,22.6,49.6
Male,45-60,straight,35_50,3,North,mortgage,low,Lab,DNV,4800,24.8,30.4,44.7
Female,60-75,straight,35_50,4,Midlands,own,middling,Con,Con,9700,46.6,28.9,24.5
Male,45-60,straight,50+,3,London,mortgage,middling,Con,Oth,1200,15.7,11.2,73.1
Female,75+,straight,15_25,1,South,own,low,UKIP,Con,4200,36.8,61.1,2.1
Female,75+,straight,15_25,4,South,mortgage,low,Con,Con,1400,51.6,28.6,19.8
Male,30-44,straight,5_15,4,South,rent,high,Oth,Lab,500,7,16.7,76.3
Female,30-44,straight,25_35,4,North,rent,middling,Lab,Lab,10200,12.1,9.2,78.6
Female,60-75,straight,15_25,3,Midlands,own,middling,Lab,DNV,2300,30.6,29.2,40.3
Male,45-60,straight,5_15,3,North,mortgage,middling,DNV,Oth,1700,21.2,28.1,50.7
Male,75+,straight,25_35,3,Midlands,own,high,UKIP,Con,600,19.7,76.8,3.5
Female,30-44,gay,50+,4,Wales,mortgage,middling,Con,Oth,1200,14,5.2,80.8
Male,30-44,straight,25_35,4,North,mortgage,middling,Lab,Lab,8800,9.5,10.6,79.9
Female,30-44,straight,35_50,5,North,mortgage,middling,Con,Oth,1300,11.9,5,83.1
Male,30-44,straight,50+,4,South,own,middling,Con,Con,3800,31.8,25.7,42.5
Female,60-75,straight,25_35,3,Midlands,own,low,Con,Lab,2300,30.5,15.4,54.1
Male,30-44,straight,25_35,1,South,rent,high,Oth,Lab,600,10.8,26,63.2
Male,60-75,straight,25_35,2,Midlands,mortgage,high,Con,Con,2900,28,60,12
Male,45-60,straight,25_35,4,South,own,low,Con,Con,1500,37.6,37.4,24.9
Female,60-75,gay,5_15,3,Scotland,rent,high,Lab,Con,300,24.4,56.8,18.8
Male,45-60,straight,15_25,4,North,mortgage,low,DNV,DNV,5500,26.2,36.8,37
Female,18-29,straight,35_50,4,South,rent,middling,Con,Con,7100,39.2,17.3,43.6
Male,30-44,straight,5_15,1,North,rent,high,DNV,DNV,1100,17.8,61.5,20.7
Male,18-29,straight,15_25,3,Midlands,rent,middling,Lab,Lab,11800,12.3,10.7,76.9
Male,18-29,straight,25_35,4,North,rent,low,UKIP,Lab,9600,23.5,35.3,41.2
Male,18-29,straight,35_50,4,Scotland,rent,high,Lab,Oth,400,4.8,4.4,90.7
Male,30-44,straight,50+,3,South,rent,high,Lab,Oth,300,7.7,9.6,82.7
Male,30-44,gay,5_15,4,South,rent,high,Lab,Lab,800,6.6,17.9,75.5
Female,45-60,straight,35_50,3,North,own,middling,Con,Con,7900,45.8,33.7,20.5
Female,45-60,straight,15_25,2,South,rent,middling,DNV,Lab,3500,23.4,25.9,50.6
Male,45-60,straight,50+,3,South,mortgage,middling,UKIP,Con,10000,24,69.9,6.1
Male,18-29,gay,25_35,4,Wales,rent,high,Oth,Oth,1100,6.6,6.8,86.6
Male,30-44,straight,25_35,5,South,rent,high,Oth,Lab,1200,4.3,8.4,87.3
Male,45-60,straight,50+,5,South,mortgage,middling,Oth,Lab,5900,5.5,6.1,88.4
Female,45-60,straight,15_25,4,Scotland,own,middling,DNV,Oth,700,16.8,11,72.3
Male,60-75,straight,15_25,2,South,own,middling,Con,Con,28000,35.4,52,12.6
Male,45-60,straight,50+,1,Scotland,mortgage,high,Oth,Oth,1300,11,18.6,70.4
Female,45-60,straight,25_35,3,South,own,middling,UKIP,Lab,1300,24.9,46.8,28.3
Male,30-44,straight,50+,3,South,rent,middling,Con,Con,2900,34.9,34.4,30.7
Female,45-60,straight,50+,3,South,mortgage,middling,Con,Con,40000,43.2,29.8,27
Female,60-75,straight,5_15,1,London,own,middling,UKIP,Con,1800,26.6,71.5,1.9
Female,60-75,straight,15_25,3,North,own,middling,UKIP,Con,7300,29.8,67,3.1
Male,45-60,straight,50+,3,South,mortgage,high,Oth,Oth,5100,8.7,12.2,79.1
Female,60-75,straight,25_35,3,South,own,middling,Oth,Oth,15100,19,11.4,69.6
Female,75+,straight,15_25,3,South,own,middling,Con,DNV,1300,36.2,26,37.8
Male,60-75,straight,15_25,3,South,rent,high,Con,Con,4600,23.8,61.8,14.4
Male,60-75,straight,35_50,3,North,mortgage,high,Con,Con,5700,27.7,54.6,17.7
Female,60-75,straight,15_25,2,North,own,high,Lab,Lab,5700,17.3,26.3,56.4
Male,45-60,straight,25_35,2,Scotland,rent,middling,Lab,Lab,1300,13.3,22.4,64.3
Male,60-75,straight,5_15,3,South,rent,high,Lab,Lab,2500,10.6,31.3,58
Female,30-44,straight,15_25,3,South,mortgage,middling,Lab,Lab,1800,13.8,10.7,75.5
Male,30-44,straight,35_50,3,Midlands,mortgage,middling,Lab,Lab,15700,11.8,11.4,76.8
Male,45-60,straight,15_25,3,North,rent,low,DNV,DNV,4900,28.2,45.2,26.6
Female,60-75,gay,25_35,2,North,own,middling,Con,Lab,1000,27.1,23.1,49.8
Female,45-60,straight,50+,4,South,mortgage,high,Oth,Lab,1700,7.1,7.8,85.1
Female,45-60,gay,35_50,3,London,mortgage,middling,Con,Con,1200,41.8,34.2,24
Male,45-60,straight,15_25,2,South,own,middling,UKIP,Oth,1900,21.7,60.1,18.2
Male,60-75,straight,15_25,1,South,rent,low,DNV,DNV,3500,29.5,52.5,18.1
Male,45-60,straight,35_50,3,Wales,mortgage,low,UKIP,DNV,3400,25.6,63.2,11.2
Female,45-60,straight,25_35,4,South,mortgage,high,Lab,Lab,2100,8.4,11.4,80.2
Male,45-60,straight,15_25,3,London,own,middling,Con,Oth,1000,19,17.4,63.6
Male,30-44,straight,50+,4,London,mortgage,middling,Con,Con,15300,31.8,25.5,42.7
Male,45-60,straight,35_50,1,London,mortgage,middling,UKIP,Lab,1900,19.3,62.4,18.4
Male,60-75,straight,15_25,4,South,rent,low,Lab,Lab,3100,14.2,18,67.8
Male,60-75,straight,35_50,3,South,rent,high,UKIP,Con,1600,14.7,81.6,3.7
Male,30-44,straight,15_25,3,North,rent,low,UKIP,DNV,5500,22.6,68.6,8.8
Female,60-75,straight,25_35,3,North,own,middling,Con,Oth,2700,27.8,14.9,57.3
Female,18-29,straight,5_15,4,London,rent,low,Oth,Lab,3300,12.8,5.8,81.4
Female,45-60,straight,5_15,3,London,rent,middling,Con,Con,2700,40.7,43.6,15.7
Female,75+,straight,5_15,2,South,own,middling,Lab,Lab,2400,23.5,19.4,57.1
Female,60-75,straight,5_15,1,North,rent,low,Con,Con,2100,45.9,48.4,5.7
Female,30-44,straight,25_35,3,South,mortgage,low,Con,Con,13500,49.7,27.1,23.2
Male,18-29,straight,35_50,3,South,mortgage,low,Con,DNV,5000,25.6,14.6,59.8
Female,60-75,straight,15_25,4,London,own,low,Con,Con,2000,49.4,29.6,21
Male,75+,straight,35_50,3,South,mortgage,high,Oth,Con,400,26.2,46.2,27.5
Male,60-75,straight,15_25,3,North,mortgage,high,Lab,Lab,3000,11.5,28.4,60
Female,60-75,straight,50+,3,London,mortgage,middling,Con,Con,3800,46.5,28.3,25.2
Female,75+,straight,15_25,2,London,own,middling,Con,Con,4000,51.4,34.6,14.1
Male,45-60,straight,15_25,5,Scotland,rent,middling,Oth,Oth,1100,7.7,9.9,82.4
Male,30-44,straight,50+,5,North,mortgage,middling,Lab,Lab,9200,5.5,5,89.5
Male,30-44,straight,35_50,5,London,rent,high,Lab,Lab,10600,3.9,6.3,89.8
Female,45-60,straight,35_50,5,Wales,mortgage,middling,Lab,Lab,1600,8.6,5.8,85.6
Male,45-60,straight,25_35,3,South,rent,middling,UKIP,Con,6100,19.3,77,3.7
Female,30-44,straight,25_35,5,South,rent,low,Lab,DNV,1200,17.4,12.1,70.4
Male,60-75,straight,35_50,4,Midlands,own,low,Con,DNV,1100,30.1,25.6,44.3
Male,60-75,straight,35_50,4,Scotland,own,high,Lab,Con,900,20.6,41.1,38.3
Male,45-60,straight,15_25,2,South,rent,middling,Lab,Lab,3300,14.9,27.5,57.6
Female,45-60,gay,35_50,4,Midlands,mortgage,middling,Con,Con,1100,41.2,32.7,26.1
Female,45-60,straight,5_15,3,South,own,low,UKIP,Con,2400,31.8,64.8,3.4
Female,60-75,straight,5_15,2,North,own,low,Lab,DNV,2600,37.1,36.4,26.5
Female,45-60,straight,25_35,3,North,mortgage,high,DNV,Con,1000,32.2,50.1,17.7
Male,45-60,straight,15_25,3,South,mortgage,low,Lab,Lab,2500,15.5,19.3,65.2
Female,45-60,straight,35_50,5,South,own,middling,Con,Con,7300,34.8,24.2,40.9
Male,75+,straight,25_35,1,South,own,middling,UKIP,Con,1600,24,73.7,2.4
Female,60-75,straight,15_25,3,London,rent,middling,Con,Con,6100,43.8,40.3,15.9
Female,45-60,straight,35_50,4,South,mortgage,middling,Oth,Oth,7000,12.1,7.1,80.8
Female,18-29,straight,5_15,3,South,rent,low,Oth,Lab,800,16.9,8.5,74.6
Male,60-75,straight,15_25,4,North,own,middling,Con,Con,9100,34.7,46.7,18.6
Male,60-75,straight,15_25,3,South,own,middling,UKIP,Lab,5600,18.9,60.8,20.3
Male,45-60,straight,35_50,3,South,mortgage,low,Con,Lab,8500,18.5,16.5,65
Female,45-60,straight,15_25,2,South,mortgage,low,DNV,Con,3300,46.5,41.4,12.1
Female,60-75,straight,15_25,2,Midlands,own,low,Con,Con,16500,54.1,36.2,9.7
Female,60-75,straight,15_25,3,South,own,high,UKIP,Con,4300,21.1,75.1,3.8
Male,30-44,straight,15_25,4,North,mortgage,middling,Oth,Oth,1800,11.7,11.1,77.3
Female,30-44,straight,35_50,5,North,mortgage,middling,Con,Lab,1100,10.6,5.8,83.6
Female,60-75,straight,15_25,3,Midlands,own,middling,DNV,Lab,5200,25.9,20.3,53.8
Male,18-29,straight,15_25,3,North,rent,high,UKIP,Con,1200,19.2,75.1,5.7
Male,60-75,straight,15_25,2,South,own,high,Lab,Oth,700,13.9,25.8,60.3
Male,60-75,straight,25_35,5,South,own,high,UKIP,Oth,500,13.3,45.9,40.9
Male,18-29,straight,15_25,3,North,rent,middling,DNV,Lab,26000,16,14.7,69.3
Male,45-60,straight,25_35,2,South,mortgage,middling,DNV,Con,4300,32.2,53.1,14.7
Male,75+,gay,15_25,3,Scotland,own,middling,Lab,Lab,1100,13.6,17.5,68.9
Male,60-75,straight,35_50,3,South,rent,middling,Oth,Oth,2200,15,15.5,69.5
Female,45-60,straight,25_35,2,Midlands,mortgage,high,Con,Con,2300,35.8,49.5,14.7
Male,18-29,straight,15_25,4,Midlands,own,low,Lab,DNV,2300,20.7,13.8,65.5
Female,30-44,straight,25_35,4,London,rent,low,Lab,Lab,8800,12.8,7,80.2
Male,45-60,straight,50+,4,Midlands,mortgage,high,UKIP,Con,1600,17.8,75.2,7.1
Female,45-60,straight,25_35,3,North,own,middling,Lab,Lab,11800,17.1,14.3,68.6
Male,60-75,straight,35_50,4,Midlands,mortgage,middling,Oth,Oth,400,13.6,11.5,74.9
Male,45-60,gay,50+,4,South,own,high,Oth,Lab,600,5.5,10.4,84.1
Female,30-44,gay,35_50,3,Midlands,mortgage,middling,Lab,Lab,700,13.9,9.4,76.7
Female,45-60,straight,5_15,4,North,rent,high,Lab,Lab,2100,11.3,21.1,67.6
Male,45-60,straight,35_50,5,North,mortgage,high,Lab,Lab,4100,5.3,10.7,84
Male,75+,straight,15_25,1,Midlands,own,low,UKIP,Con,4900,28,70.4,1.5
Female,30-44,straight,15_25,3,London,rent,low,Lab,Oth,2400,19.8,9.6,70.6
Male,60-75,straight,5_15,3,South,rent,middling,Con,Con,5900,31.4,56.2,12.4
Male,45-60,straight,35_50,3,South,own,high,Con,Con,6800,26.1,49.5,24.4
Male,18-29,gay,25_35,3,North,mortgage,middling,Lab,Lab,2100,10.4,9.2,80.4
Female,60-75,straight,25_35,2,South,own,low,Lab,Con,1800,47.5,35.1,17.3
Female,30-44,straight,5_15,3,North,rent,middling,DNV,DNV,4300,31,34.5,34.5
Female,60-75,straight,25_35,4,London,own,middling,Lab,Lab,9300,12.9,9,78.1
Male,60-75,straight,25_35,3,Midlands,own,low,DNV,DNV,3000,33.2,35.8,31.1
Male,45-60,gay,15_25,4,Midlands,own,high,Con,Con,1200,23.4,55.8,20.8
Female,75+,straight,15_25,4,Midlands,own,high,Oth,DNV,400,22.1,26.2,51.7
Female,45-60,gay,5_15,1,Scotland,rent,low,Lab,Lab,2300,22.7,29,48.2
Male,30-44,straight,35_50,4,South,mortgage,high,Lab,Lab,5100,5.4,8.6,86
Female,75+,straight,35_50,4,South,own,high,UKIP,UKIP,200,23.6,71.7,4.6
Female,30-44,straight,35_50,4,South,rent,middling,Oth,Lab,4800,9.6,6.5,83.9
Female,60-75,straight,15_25,4,Midlands,own,middling,DNV,Con,3100,44.1,37,18.9
Female,30-44,straight,35_50,4,London,mortgage,high,Oth,Lab,500,6.7,6.1,87.2
Female,18-29,straight,15_25,3,Midlands,mortgage,middling,Con,Con,1000,49.5,23.6,26.9
Male,30-44,straight,25_35,3,South,rent,middling,Oth,Oth,3100,12.5,12.1,75.4
Female,45-60,straight,25_35,4,North,own,middling,UKIP,Con,1500,30.8,63.3,5.9
Male,30-44,straight,50+,3,Midlands,mortgage,high,DNV,Con,2200,28.4,42.4,29.2
Male,30-44,straight,35_50,4,London,rent,high,Lab,Lab,23300,5.6,9.1,85.3
Female,45-60,straight,35_50,3,South,mortgage,low,Con,Con,19300,49.1,30.1,20.7
Female,45-60,straight,25_35,2,South,mortgage,middling,Con,Con,14100,43.6,40.1,16.3
Female,60-75,gay,35_50,3,South,mortgage,high,Con,Con,800,33,44.9,22.1
Male,45-60,straight,50+,4,South,rent,high,Con,Con,1600,23.2,44.3,32.5
Female,45-60,straight,5_15,2,Midlands,rent,high,UKIP,Con,600,16.7,81.5,1.8
Female,60-75,straight,25_35,3,North,own,high,Oth,Lab,4200,14.4,18.4,67.2
Male,60-75,straight,5_15,2,South,own,middling,DNV,Con,1500,32,57.7,10.3
Male,30-44,straight,25_35,3,Scotland,rent,low,DNV,DNV,1900,25.4,29.2,45.4
Female,60-75,straight,15_25,3,North,mortgage,middling,Con,Con,6400,44.8,41.3,13.8
Female,75+,straight,5_15,3,North,own,middling,Con,Con,2800,49.4,37.8,12.9
Female,60-75,straight,5_15,3,North,own,low,Con,Lab,3800,31.6,21.5,46.9
Male,30-44,straight,35_50,4,North,mortgage,high,DNV,Con,1300,24.6,43.5,31.9
Female,60-75,straight,15_25,4,London,rent,middling,Lab,Lab,1200,14.3,12.9,72.8
Male,45-60,straight,25_35,2,Midlands,rent,middling,Lab,Lab,4700,16.8,26.2,57
Female,30-44,straight,50+,5,South,mortgage,high,Con,Con,2700,24.3,20.8,55
Female,45-60,straight,35_50,3,South,rent,middling,Con,UKIP,500,39.9,45.9,14.2
Male,30-44,straight,5_15,5,Scotland,rent,high,Lab,Con,500,15.4,41.4,43.1
Male,75+,straight,35_50,3,Scotland,own,middling,Oth,Oth,2800,14.5,10.3,75.3
Female,75+,straight,50+,5,South,mortgage,high,Lab,Lab,300,6.1,5.1,88.8
Female,45-60,straight,25_35,2,South,mortgage,middling,Lab,Lab,2600,17.7,16.6,65.7
Male,75+,straight,15_25,3,North,own,high,Con,Con,5200,30.4,54.8,14.8
Female,60-75,straight,5_15,2,South,rent,low,Con,Con,10100,47,44,8.9
Female,60-75,straight,15_25,1,South,own,middling,UKIP,Con,8300,27.1,70.8,2.1
Male,45-60,straight,25_35,2,Midlands,mortgage,middling,UKIP,Con,1800,21,76.4,2.6
Male,30-44,straight,35_50,3,London,rent,low,DNV,Con,9800,39.9,36,24.1
Male,30-44,straight,35_50,3,South,mortgage,high,DNV,Con,2000,25.4,45.8,28.8
Female,60-75,straight,15_25,4,Scotland,own,high,Lab,Lab,1100,9.2,12.5,78.3
Male,45-60,straight,50+,5,London,mortgage,high,Lab,Lab,7700,3.9,6.5,89.6
Female,60-75,straight,25_35,2,South,own,high,Oth,Oth,1200,17,17.6,65.5
