Year,WarNo,WarName,YrBeg1,bdeadlow,bdeadhigh,bdeadbest,yrlydata,MonBeg1,DayBeg1,YrEnd1,MonEnd1,DayEnd1,YrBeg2,MonBeg2,DayBeg2,YrEnd2,MonEnd2,DayEnd2,WarType,Insurgnt,Winner,Interven,MinDur,MaxDur,StDeaths,ToDeaths,InCenSub,InMajor,WestHem,Europe,Africa,MidEast,Asia,Oceania,Version
1977,684,Philippines vs. NPA,1972,100,100,100,0,10,1,1992,12,31,-999,-999,-999,-999,-999,-999,4,NPA,1,0,7397,7397,40000,-999,0,0,0,0,0,0,1,0,3
1978,684,Philippines vs. NPA,1972,100,100,100,0,10,1,1992,12,31,-999,-999,-999,-999,-999,-999,4,NPA,1,0,7397,7397,40000,-999,0,0,0,0,0,0,1,0,3
1979,684,Philippines vs. NPA,1972,100,100,100,0,10,1,1992,12,31,-999,-999,-999,-999,-999,-999,4,NPA,1,0,7397,7397,40000,-999,0,0,0,0,0,0,1,0,3
1980,684,Philippines vs. NPA,1972,100,100,100,0,10,1,1992,12,31,-999,-999,-999,-999,-999,-999,4,NPA,1,0,7397,7397,40000,-999,0,0,0,0,0,0,1,0,3
1981,684,Philippines vs. NPA,1972,900,900,900,0,10,1,1992,12,31,-999,-999,-999,-999,-999,-999,4,NPA,1,0,7397,7397,40000,-999,0,0,0,0,0,0,1,0,3
1982,684,Philippines vs. NPA,1972,2000,2000,2000,0,10,1,1992,12,31,-999,-999,-999,-999,-999,-999,4,NPA,1,0,7397,7397,40000,-999,0,0,0,0,0,0,1,0,3
1983,684,Philippines vs. NPA,1972,2000,2000,2000,0,10,1,1992,12,31,-999,-999,-999,-999,-999,-999,4,NPA,1,0,7397,7397,40000,-999,0,0,0,0,0,0,1,0,3
1984,684,Philippines vs. NPA,1972,2000,2000,2000,0,10,1,1992,12,31,-999,-999,-999,-999,-999,-999,4,NPA,1,0,7397,7397,40000,-999,0,0,0,0,0,0,1,0,3
1985,684,Philippines vs. NPA,1972,5400,5400,5400,0,10,1,1992,12,31,-999,-999,-999,-999,-999,-999,4,NPA,1,0,7397,7397,40000,-999,0,0,0,0,0,0,1,0,3
1986,684,Philippines vs. NPA,1972,3900,3900,3900,0,10,1,1992,12,31,-999,-999,-999,-999,-999,-999,4,NPA,1,0,7397,7397,40000,-999,0,0,0,0,0,0,1,0,3
1987,684,Philippines vs. NPA,1972,900,900,900,0,10,1,1992,12,31,-999,-999,-999,-999,-999,-999,4,NPA,1,0,7397,7397,40000,-999,0,0,0,0,0,0,1,0,3
1988,684,Philippines vs. NPA,1972,750,750,750,0,10,1,1992,12,31,-999,-999,-999,-999,-999,-999,4,NPA,1,0,7397,7397,40000,-999,0,0,0,0,0,0,1,0,3
1989,684,Philippines vs. NPA,1972,1000,1000,1000,1,10,1,1992,12,31,-999,-999,-999,-999,-999,-999,4,NPA,1,0,7397,7397,40000,-999,0,0,0,0,0,0,1,0,3
1990,684,Philippines vs. NPA,1972,400,400,400,1,10,1,1992,12,31,-999,-999,-999,-999,-999,-999,4,NPA,1,0,7397,7397,40000,-999,0,0,0,0,0,0,1,0,3
1991,684,Philippines vs. NPA,1972,2000,2000,2000,1,10,1,1992,12,31,-999,-999,-999,-999,-999,-999,4,NPA,1,0,7397,7397,40000,-999,0,0,0,0,0,0,1,0,3
1992,684,Philippines vs. NPA,1972,1000,1000,1000,1,10,1,1992,12,31,-999,-999,-999,-999,-999,-999,4,NPA,1,0,7397,7397,40000,-999,0,0,0,0,0,0,1,0,3
1972,685,Zimbabwe vs. Patriotic Front,1972,377,377,377,0,12,28,1979,12,28,-999,-999,-999,-999,-999,-999,4,Patriotic Front,2,0,2557,2557,12000,-999,0,0,0,0,1,0,0,0,3
1973,685,Zimbabwe vs. Patriotic Front,1972,377,377,377,0,12,28,1979,12,28,-999,-999,-999,-999,-999,-999,4,Patriotic Front,2,0,2557,2557,12000,-999,0,0,0,0,1,0,0,0,3
1974,685,Zimbabwe vs. Patriotic Front,1972,378,378,378,0,12,28,1979,12,28,-999,-999,-999,-999,-999,-999,4,Patriotic Front,2,0,2557,2557,12000,-999,0,0,0,0,1,0,0,0,3
1975,685,Zimbabwe vs. Patriotic Front,1972,378,378,378,0,12,28,1979,12,28,-999,-999,-999,-999,-999,-999,4,Patriotic Front,2,0,2557,2557,12000,-999,0,0,0,0,1,0,0,0,3
1976,685,Zimbabwe vs. Patriotic Front,1972,2162,2162,2162,1,12,28,1979,12,28,-999,-999,-999,-999,-999,-999,4,Patriotic Front,2,0,2557,2557,12000,-999,0,0,0,0,1,0,0,0,3
1977,685,Zimbabwe vs. Patriotic Front,1972,3924,3924,3924,1,12,28,1979,12,28,-999,-999,-999,-999,-999,-999,4,Patriotic Front,2,0,2557,2557,12000,-999,0,0,0,0,1,0,0,0,3
1978,685,Zimbabwe vs. Patriotic Front,1972,10007,10007,10007,1,12,28,1979,12,28,-999,-999,-999,-999,-999,-999,4,Patriotic Front,2,0,2557,2557,12000,-999,0,0,0,0,1,0,0,0,3
1979,685,Zimbabwe vs. Patriotic Front,1972,9397,9397,9397,1,12,28,1979,12,28,-999,-999,-999,-999,-999,-999,4,Patriotic Front,2,0,2557,2557,12000,-999,0,0,0,0,1,0,0,0,3
1973,687,Pakistan vs. Baluchi Rebels,1973,1720,1800,1760,0,1,23,1977,7,-999,-999,-999,-999,-999,-999,-999,5,Baluchi Rebels,1,0,1621,1651,8600,-999,0,0,0,0,0,0,1,0,3
1974,687,Pakistan vs. Baluchi Rebels,1973,1720,1800,1760,0,1,23,1977,7,-999,-999,-999,-999,-999,-999,-999,5,Baluchi Rebels,1,0,1621,1651,8600,-999,0,0,0,0,0,0,1,0,3
1975,687,Pakistan vs. Baluchi Rebels,1973,1720,1800,1760,0,1,23,1977,7,-999,-999,-999,-999,-999,-999,-999,5,Baluchi Rebels,1,0,1621,1651,8600,-999,0,0,0,0,0,0,1,0,3
1976,687,Pakistan vs. Baluchi Rebels,1973,1720,1800,1760,0,1,23,1977,7,-999,-999,-999,-999,-999,-999,-999,5,Baluchi Rebels,1,0,1621,1651,8600,-999,0,0,0,0,0,0,1,0,3
1977,687,Pakistan vs. Baluchi Rebels,1973,1720,1800,1760,0,1,23,1977,7,-999,-999,-999,-999,-999,-999,-999,5,Baluchi Rebels,1,0,1621,1651,8600,-999,0,0,0,0,0,0,1,0,3
1973,688,Chile vs. Pinochet Led Rebels,1973,2095,2095,2095,1,9,11,1973,9,15,-999,-999,-999,-999,-999,-999,4,Pinochet Led Rebels,2,0,5,5,100,8000,0,0,1,0,0,0,0,0,3
1974,689,Ethiopia vs. Eritrean Rebels,1974,8333,19444,11111,0,1,1,1991,5,28,-999,-999,-999,-999,-999,-999,5,Eritrean Rebels,2,1,6357,6357,70000,150000,0,0,0,0,1,0,0,0,3
1975,689,Ethiopia vs. Eritrean Rebels,1974,8333,19444,11111,0,1,1,1991,5,28,-999,-999,-999,-999,-999,-999,5,Eritrean Rebels,2,1,6357,6357,70000,150000,0,0,0,0,1,0,0,0,3
1976,689,Ethiopia vs. Eritrean Rebels,1974,8333,19444,11111,0,1,1,1991,5,28,-999,-999,-999,-999,-999,-999,5,Eritrean Rebels,2,1,6357,6357,70000,150000,0,0,0,0,1,0,0,0,3
1977,689,Ethiopia vs. Eritrean Rebels,1974,8333,19444,11111,0,1,1,1991,5,28,-999,-999,-999,-999,-999,-999,5,Eritrean Rebels,2,1,6357,6357,70000,150000,0,0,0,0,1,0,0,0,3
1978,689,Ethiopia vs. Eritrean Rebels,1974,8333,19444,11111,0,1,1,1991,5,28,-999,-999,-999,-999,-999,-999,5,Eritrean Rebels,2,1,6357,6357,70000,150000,0,0,0,0,1,0,0,0,3
1979,689,Ethiopia vs. Eritrean Rebels,1974,8333,19444,11111,0,1,1,1991,5,28,-999,-999,-999,-999,-999,-999,5,Eritrean Rebels,2,1,6357,6357,70000,150000,0,0,0,0,1,0,0,0,3
1980,689,Ethiopia vs. Eritrean Rebels,1974,8333,19444,11111,0,1,1,1991,5,28,-999,-999,-999,-999,-999,-999,5,Eritrean Rebels,2,1,6357,6357,70000,150000,0,0,0,0,1,0,0,0,3
1981,689,Ethiopia vs. Eritrean Rebels,1974,8333,19444,11111,0,1,1,1991,5,28,-999,-999,-999,-999,-999,-999,5,Eritrean Rebels,2,1,6357,6357,70000,150000,0,0,0,0,1,0,0,0,3
1982,689,Ethiopia vs. Eritrean Rebels,1974,8333,19444,11111,0,1,1,1991,5,28,-999,-999,-999,-999,-999,-999,5,Eritrean Rebels,2,1,6357,6357,70000,150000,0,0,0,0,1,0,0,0,3
1983,689,Ethiopia vs. Eritrean Rebels,1974,8333,19444,11111,0,1,1,1991,5,28,-999,-999,-999,-999,-999,-999,5,Eritrean Rebels,2,1,6357,6357,70000,150000,0,0,0,0,1,0,0,0,3
1984,689,Ethiopia vs. Eritrean Rebels,1974,8333,19445,11111,0,1,1,1991,5,28,-999,-999,-999,-999,-999,-999,5,Eritrean Rebels,2,1,6357,6357,70000,150000,0,0,0,0,1,0,0,0,3
1985,689,Ethiopia vs. Eritrean Rebels,1974,8333,19445,11111,0,1,1,1991,5,28,-999,-999,-999,-999,-999,-999,5,Eritrean Rebels,2,1,6357,6357,70000,150000,0,0,0,0,1,0,0,0,3
1986,689,Ethiopia vs. Eritrean Rebels,1974,8334,19445,11111,0,1,1,1991,5,28,-999,-999,-999,-999,-999,-999,5,Eritrean Rebels,2,1,6357,6357,70000,150000,0,0,0,0,1,0,0,0,3
1987,689,Ethiopia vs. Eritrean Rebels,1974,8334,19445,11111,0,1,1,1991,5,28,-999,-999,-999,-999,-999,-999,5,Eritrean Rebels,2,1,6357,6357,70000,150000,0,0,0,0,1,0,0,0,3
1988,689,Ethiopia vs. Eritrean Rebels,1974,8334,19445,11111,0,1,1,1991,5,28,-999,-999,-999,-999,-999,-999,5,Eritrean Rebels,2,1,6357,6357,70000,150000,0,0,0,0,1,0,0,0,3
1989,689,Ethiopia vs. Eritrean Rebels,1974,8334,19445,11111,0,1,1,1991,5,28,-999,-999,-999,-999,-999,-999,5,Eritrean Rebels,2,1,6357,6357,70000,150000,0,0,0,0,1,0,0,0,3
1990,689,Ethiopia vs. Eritrean Rebels,1974,8334,19445,11112,0,1,1,1991,5,28,-999,-999,-999,-999,-999,-999,5,Eritrean Rebels,2,1,6357,6357,70000,150000,0,0,0,0,1,0,0,0,3
1991,689,Ethiopia vs. Eritrean Rebels,1974,8334,19445,11112,0,1,1,1991,5,28,-999,-999,-999,-999,-999,-999,5,Eritrean Rebels,2,1,6357,6357,70000,150000,0,0,0,0,1,0,0,0,3
1974,690,Iraq vs. Kurds of 1974,1974,6125,10125,8125,0,3,18,1975,4,3,-999,-999,-999,-999,-999,-999,5,Kurds,1,1,382,382,5000,-999,0,0,0,0,0,1,0,0,3
1975,690,Iraq vs. Kurds of 1974,1974,6125,10125,8125,0,3,18,1975,4,3,-999,-999,-999,-999,-999,-999,5,Kurds,1,1,382,382,5000,-999,0,0,0,0,0,1,0,0,3
1975,691,Lebanon vs. Leftists of 1975,1975,999,7000,7000,0,4,13,1990,10,13,-999,-999,-999,-999,-999,-999,4,Leftists,2,1,5663,5663,43800,167000,0,0,0,0,0,1,0,0,3
1976,691,Lebanon vs. Leftists of 1975,1975,57000,57000,57000,0,4,13,1990,10,13,-999,-999,-999,-999,-999,-999,4,Leftists,2,1,5663,5663,43800,167000,0,0,0,0,0,1,0,0,3
1977,691,Lebanon vs. Leftists of 1975,1975,999,2500,2500,0,4,13,1990,10,13,-999,-999,-999,-999,-999,-999,4,Leftists,2,1,5663,5663,43800,167000,0,0,0,0,0,1,0,0,3
1978,691,Lebanon vs. Leftists of 1975,1975,999,5000,5000,0,4,13,1990,10,13,-999,-999,-999,-999,-999,-999,4,Leftists,2,1,5663,5663,43800,167000,0,0,0,0,0,1,0,0,3
1979,691,Lebanon vs. Leftists of 1975,1975,999,1500,1500,0,4,13,1990,10,13,-999,-999,-999,-999,-999,-999,4,Leftists,2,1,5663,5663,43800,167000,0,0,0,0,0,1,0,0,3
1980,691,Lebanon vs. Leftists of 1975,1975,1500,1500,1500,0,4,13,1990,10,13,-999,-999,-999,-999,-999,-999,4,Leftists,2,1,5663,5663,43800,167000,0,0,0,0,0,1,0,0,3
1981,691,Lebanon vs. Leftists of 1975,1975,2200,2200,2200,0,4,13,1990,10,13,-999,-999,-999,-999,-999,-999,4,Leftists,2,1,5663,5663,43800,167000,0,0,0,0,0,1,0,0,3
1982,691,Lebanon vs. Leftists of 1975,1975,27765,27765,27765,0,4,13,1990,10,13,-999,-999,-999,-999,-999,-999,4,Leftists,2,1,5663,5663,43800,167000,0,0,0,0,0,1,0,0,3
1983,691,Lebanon vs. Leftists of 1975,1975,999,6000,6000,0,4,13,1990,10,13,-999,-999,-999,-999,-999,-999,4,Leftists,2,1,5663,5663,43800,167000,0,0,0,0,0,1,0,0,3
1984,691,Lebanon vs. Leftists of 1975,1975,999,6000,6000,0,4,13,1990,10,13,-999,-999,-999,-999,-999,-999,4,Leftists,2,1,5663,5663,43800,167000,0,0,0,0,0,1,0,0,3
1985,691,Lebanon vs. Leftists of 1975,1975,999,6000,6000,0,4,13,1990,10,13,-999,-999,-999,-999,-999,-999,4,Leftists,2,1,5663,5663,43800,167000,0,0,0,0,0,1,0,0,3
1986,691,Lebanon vs. Leftists of 1975,1975,999,6000,6000,0,4,13,1990,10,13,-999,-999,-999,-999,-999,-999,4,Leftists,2,1,5663,5663,43800,167000,0,0,0,0,0,1,0,0,3
1987,691,Lebanon vs. Leftists of 1975,1975,300,300,300,0,4,13,1990,10,13,-999,-999,-999,-999,-999,-999,4,Leftists,2,1,5663,5663,43800,167000,0,0,0,0,0,1,0,0,3
1988,691,Lebanon vs. Leftists of 1975,1975,300,300,300,0,4,13,1990,10,13,-999,-999,-999,-999,-999,-999,4,Leftists,2,1,5663,5663,43800,167000,0,0,0,0,0,1,0,0,3
1989,691,Lebanon vs. Leftists of 1975,1975,6850,6850,6850,0,4,13,1990,10,13,-999,-999,-999,-999,-999,-999,4,Leftists,2,1,5663,5663,43800,167000,0,0,0,0,0,1,0,0,3
1990,691,Lebanon vs. Leftists of 1975,1975,6850,6850,6850,0,4,13,1990,10,13,-999,-999,-999,-999,-999,-999,4,Leftists,2,1,5663,5663,43800,167000,0,0,0,0,0,1,0,0,3
1975,693,Angola vs. UNITA of 1975,1975,8500,8500,8500,0,11,11,1991,5,31,-999,-999,-999,-999,-999,-999,4,UNITA,6,1,5681,5681,345800,-999,0,0,0,0,1,0,0,0,3
1976,693,Angola vs. UNITA of 1975,1975,8500,8500,8500,0,11,11,1991,5,31,-999,-999,-999,-999,-999,-999,4,UNITA,6,1,5681,5681,345800,-999,0,0,0,0,1,0,0,0,3
1977,693,Angola vs. UNITA of 1975,1975,5533,5533,5533,0,11,11,1991,5,31,-999,-999,-999,-999,-999,-999,4,UNITA,6,1,5681,5681,345800,-999,0,0,0,0,1,0,0,0,3
1978,693,Angola vs. UNITA of 1975,1975,5533,5533,5533,0,11,11,1991,5,31,-999,-999,-999,-999,-999,-999,4,UNITA,6,1,5681,5681,345800,-999,0,0,0,0,1,0,0,0,3
1979,693,Angola vs. UNITA of 1975,1975,5533,5533,5533,0,11,11,1991,5,31,-999,-999,-999,-999,-999,-999,4,UNITA,6,1,5681,5681,345800,-999,0,0,0,0,1,0,0,0,3
1980,693,Angola vs. UNITA of 1975,1975,5533,5533,5533,0,11,11,1991,5,31,-999,-999,-999,-999,-999,-999,4,UNITA,6,1,5681,5681,345800,-999,0,0,0,0,1,0,0,0,3
1981,693,Angola vs. UNITA of 1975,1975,5533,5533,5533,0,11,11,1991,5,31,-999,-999,-999,-999,-999,-999,4,UNITA,6,1,5681,5681,345800,-999,0,0,0,0,1,0,0,0,3
1982,693,Angola vs. UNITA of 1975,1975,5533,5533,5533,0,11,11,1991,5,31,-999,-999,-999,-999,-999,-999,4,UNITA,6,1,5681,5681,345800,-999,0,0,0,0,1,0,0,0,3
1983,693,Angola vs. UNITA of 1975,1975,5533,5533,5533,0,11,11,1991,5,31,-999,-999,-999,-999,-999,-999,4,UNITA,6,1,5681,5681,345800,-999,0,0,0,0,1,0,0,0,3
1984,693,Angola vs. UNITA of 1975,1975,5533,5533,5533,0,11,11,1991,5,31,-999,-999,-999,-999,-999,-999,4,UNITA,6,1,5681,5681,345800,-999,0,0,0,0,1,0,0,0,3
1985,693,Angola vs. UNITA of 1975,1975,5533,5533,5533,0,11,11,1991,5,31,-999,-999,-999,-999,-999,-999,4,UNITA,6,1,5681,5681,345800,-999,0,0,0,0,1,0,0,0,3
1986,693,Angola vs. UNITA of 1975,1975,5533,5533,5533,0,11,11,1991,5,31,-999,-999,-999,-999,-999,-999,4,UNITA,6,1,5681,5681,345800,-999,0,0,0,0,1,0,0,0,3
1987,693,Angola vs. UNITA of 1975,1975,5534,5534,5534,0,11,11,1991,5,31,-999,-999,-999,-999,-999,-999,4,UNITA,6,1,5681,5681,345800,-999,0,0,0,0,1,0,0,0,3
1988,693,Angola vs. UNITA of 1975,1975,5534,5534,5534,0,11,11,1991,5,31,-999,-999,-999,-999,-999,-999,4,UNITA,6,1,5681,5681,345800,-999,0,0,0,0,1,0,0,0,3
1989,693,Angola vs. UNITA of 1975,1975,5534,5534,5534,0,11,11,1991,5,31,-999,-999,-999,-999,-999,-999,4,UNITA,6,1,5681,5681,345800,-999,0,0,0,0,1,0,0,0,3
1990,693,Angola vs. UNITA of 1975,1975,5534,5534,5534,0,11,11,1991,5,31,-999,-999,-999,-999,-999,-999,4,UNITA,6,1,5681,5681,345800,-999,0,0,0,0,1,0,0,0,3
1991,693,Angola vs. UNITA of 1975,1975,5534,5534,5534,0,11,11,1991,5,31,-999,-999,-999,-999,-999,-999,4,UNITA,6,1,5681,5681,345800,-999,0,0,0,0,1,0,0,0,3
1976,694,Ethiopia vs. Somali Rebels,1976,900,900,900,0,7,1,1977,8,1,1978,3,14,1983,8,13,5,Somali Rebels,1,1,2376,2376,12400,39000,0,0,0,0,1,0,0,0,3
1977,694,Ethiopia vs. Somali Rebels,1976,11550,19050,15300,0,7,1,1977,8,1,1978,3,14,1983,8,13,5,Somali Rebels,1,1,2376,2376,12400,39000,0,0,0,0,1,0,0,0,3
1978,694,Ethiopia vs. Somali Rebels,1976,11550,19050,15300,0,7,1,1977,8,1,1978,3,14,1983,8,13,5,Somali Rebels,1,1,2376,2376,12400,39000,0,0,0,0,1,0,0,0,3
1979,694,Ethiopia vs. Somali Rebels,1976,50,200,100,0,7,1,1977,8,1,1978,3,14,1983,8,13,5,Somali Rebels,1,1,2376,2376,12400,39000,0,0,0,0,1,0,0,0,3
1980,694,Ethiopia vs. Somali Rebels,1976,50,200,100,0,7,1,1977,8,1,1978,3,14,1983,8,13,5,Somali Rebels,1,1,2376,2376,12400,39000,0,0,0,0,1,0,0,0,3
1981,694,Ethiopia vs. Somali Rebels,1976,50,200,100,0,7,1,1977,8,1,1978,3,14,1983,8,13,5,Somali Rebels,1,1,2376,2376,12400,39000,0,0,0,0,1,0,0,0,3
1982,694,Ethiopia vs. Somali Rebels,1976,50,200,100,0,7,1,1977,8,1,1978,3,14,1983,8,13,5,Somali Rebels,1,1,2376,2376,12400,39000,0,0,0,0,1,0,0,0,3
1983,694,Ethiopia vs. Somali Rebels,1976,50,200,100,0,7,1,1977,8,1,1978,3,14,1983,8,13,5,Somali Rebels,1,1,2376,2376,12400,39000,0,0,0,0,1,0,0,0,3
1978,695,Guatemala vs. Leftists of 1978,1978,1600,1600,1600,0,3,12,1984,4,13,-999,-999,-999,-999,-999,-999,4,Leftists,1,0,2225,2225,73000,-999,0,0,1,0,0,0,0,0,3
1979,695,Guatemala vs. Leftists of 1978,1978,1600,1600,1600,0,3,12,1984,4,13,-999,-999,-999,-999,-999,-999,4,Leftists,1,0,2225,2225,73000,-999,0,0,1,0,0,0,0,0,3
1980,695,Guatemala vs. Leftists of 1978,1978,3000,3000,3000,0,3,12,1984,4,13,-999,-999,-999,-999,-999,-999,4,Leftists,1,0,2225,2225,73000,-999,0,0,1,0,0,0,0,0,3
1981,695,Guatemala vs. Leftists of 1978,1978,6000,6000,6000,0,3,12,1984,4,13,-999,-999,-999,-999,-999,-999,4,Leftists,1,0,2225,2225,73000,-999,0,0,1,0,0,0,0,0,3
1982,695,Guatemala vs. Leftists of 1978,1978,9000,9000,9000,0,3,12,1984,4,13,-999,-999,-999,-999,-999,-999,4,Leftists,1,0,2225,2225,73000,-999,0,0,1,0,0,0,0,0,3
1983,695,Guatemala vs. Leftists of 1978,1978,2000,2000,2000,0,3,12,1984,4,13,-999,-999,-999,-999,-999,-999,4,Leftists,1,0,2225,2225,73000,-999,0,0,1,0,0,0,0,0,3
1984,695,Guatemala vs. Leftists of 1978,1978,1600,1600,1600,0,3,12,1984,4,13,-999,-999,-999,-999,-999,-999,4,Leftists,1,0,2225,2225,73000,-999,0,0,1,0,0,0,0,0,3
1978,697,Ethiopia vs. Tigrean Liberation Front,1978,1142,1142,1142,0,3,20,1991,5,28,-999,-999,-999,-999,-999,-999,5,Tigrean Liberation Front,1,0,4818,4818,15000,-999,0,0,0,0,1,0,0,0,3
1979,697,Ethiopia vs. Tigrean Liberation Front,1978,1142,1142,1142,0,3,20,1991,5,28,-999,-999,-999,-999,-999,-999,5,Tigrean Liberation Front,1,0,4818,4818,15000,-999,0,0,0,0,1,0,0,0,3
1980,697,Ethiopia vs. Tigrean Liberation Front,1978,1143,1143,1143,0,3,20,1991,5,28,-999,-999,-999,-999,-999,-999,5,Tigrean Liberation Front,1,0,4818,4818,15000,-999,0,0,0,0,1,0,0,0,3
1981,697,Ethiopia vs. Tigrean Liberation Front,1978,1143,1143,1143,0,3,20,1991,5,28,-999,-999,-999,-999,-999,-999,5,Tigrean Liberation Front,1,0,4818,4818,15000,-999,0,0,0,0,1,0,0,0,3
1982,697,Ethiopia vs. Tigrean Liberation Front,1978,1143,1143,1143,0,3,20,1991,5,28,-999,-999,-999,-999,-999,-999,5,Tigrean Liberation Front,1,0,4818,4818,15000,-999,0,0,0,0,1,0,0,0,3
1983,697,Ethiopia vs. Tigrean Liberation Front,1978,1143,1143,1143,0,3,20,1991,5,28,-999,-999,-999,-999,-999,-999,5,Tigrean Liberation Front,1,0,4818,4818,15000,-999,0,0,0,0,1,0,0,0,3
1984,697,Ethiopia vs. Tigrean Liberation Front,1978,1143,1143,1143,0,3,20,1991,5,28,-999,-999,-999,-999,-999,-999,5,Tigrean Liberation Front,1,0,4818,4818,15000,-999,0,0,0,0,1,0,0,0,3
1985,697,Ethiopia vs. Tigrean Liberation Front,1978,1143,1143,1143,0,3,20,1991,5,28,-999,-999,-999,-999,-999,-999,5,Tigrean Liberation Front,1,0,4818,4818,15000,-999,0,0,0,0,1,0,0,0,3
1986,697,Ethiopia vs. Tigrean Liberation Front,1978,1143,1143,1143,0,3,20,1991,5,28,-999,-999,-999,-999,-999,-999,5,Tigrean Liberation Front,1,0,4818,4818,15000,-999,0,0,0,0,1,0,0,0,3
1987,697,Ethiopia vs. Tigrean Liberation Front,1978,1143,1143,1143,0,3,20,1991,5,28,-999,-999,-999,-999,-999,-999,5,Tigrean Liberation Front,1,0,4818,4818,15000,-999,0,0,0,0,1,0,0,0,3
1988,697,Ethiopia vs. Tigrean Liberation Front,1978,1143,1143,1143,0,3,20,1991,5,28,-999,-999,-999,-999,-999,-999,5,Tigrean Liberation Front,1,0,4818,4818,15000,-999,0,0,0,0,1,0,0,0,3
1989,697,Ethiopia vs. Tigrean Liberation Front,1978,1143,1143,1143,0,3,20,1991,5,28,-999,-999,-999,-999,-999,-999,5,Tigrean Liberation Front,1,0,4818,4818,15000,-999,0,0,0,0,1,0,0,0,3
1990,697,Ethiopia vs. Tigrean Liberation Front,1978,1143,1143,1143,0,3,20,1991,5,28,-999,-999,-999,-999,-999,-999,5,Tigrean Liberation Front,1,0,4818,4818,15000,-999,0,0,0,0,1,0,0,0,3
1991,697,Ethiopia vs. Tigrean Liberation Front,1978,1143,1143,1143,0,3,20,1991,5,28,-999,-999,-999,-999,-999,-999,5,Tigrean Liberation Front,1,0,4818,4818,15000,-999,0,0,0,0,1,0,0,0,3
1978,698,Afghanistan vs. Mujahedin,1978,15000,15000,15000,1,6,1,1992,4,-999,-999,-999,-999,-999,-999,-999,4,Mujahedin,2,1,5054,5083,1059454,1300000,0,0,0,0,0,1,0,0,3
1979,698,Afghanistan vs. Mujahedin,1978,30000,30000,30000,1,6,1,1992,4,-999,-999,-999,-999,-999,-999,-999,4,Mujahedin,2,1,5054,5083,1059454,1300000,0,0,0,0,0,1,0,0,3
1980,698,Afghanistan vs. Mujahedin,1978,35000,35000,35000,1,6,1,1992,4,-999,-999,-999,-999,-999,-999,-999,4,Mujahedin,2,1,5054,5083,1059454,1300000,0,0,0,0,0,1,0,0,3
1981,698,Afghanistan vs. Mujahedin,1978,30000,30000,30000,1,6,1,1992,4,-999,-999,-999,-999,-999,-999,-999,4,Mujahedin,2,1,5054,5083,1059454,1300000,0,0,0,0,0,1,0,0,3
1982,698,Afghanistan vs. Mujahedin,1978,35000,35000,35000,1,6,1,1992,4,-999,-999,-999,-999,-999,-999,-999,4,Mujahedin,2,1,5054,5083,1059454,1300000,0,0,0,0,0,1,0,0,3
1983,698,Afghanistan vs. Mujahedin,1978,55000,55000,55000,1,6,1,1992,4,-999,-999,-999,-999,-999,-999,-999,4,Mujahedin,2,1,5054,5083,1059454,1300000,0,0,0,0,0,1,0,0,3
1984,698,Afghanistan vs. Mujahedin,1978,80000,80000,80000,1,6,1,1992,4,-999,-999,-999,-999,-999,-999,-999,4,Mujahedin,2,1,5054,5083,1059454,1300000,0,0,0,0,0,1,0,0,3
1985,698,Afghanistan vs. Mujahedin,1978,65000,65000,65000,1,6,1,1992,4,-999,-999,-999,-999,-999,-999,-999,4,Mujahedin,2,1,5054,5083,1059454,1300000,0,0,0,0,0,1,0,0,3
1986,698,Afghanistan vs. Mujahedin,1978,60000,60000,60000,1,6,1,1992,4,-999,-999,-999,-999,-999,-999,-999,4,Mujahedin,2,1,5054,5083,1059454,1300000,0,0,0,0,0,1,0,0,3
1987,698,Afghanistan vs. Mujahedin,1978,45000,45000,45000,1,6,1,1992,4,-999,-999,-999,-999,-999,-999,-999,4,Mujahedin,2,1,5054,5083,1059454,1300000,0,0,0,0,0,1,0,0,3
1988,698,Afghanistan vs. Mujahedin,1978,30000,30000,30000,1,6,1,1992,4,-999,-999,-999,-999,-999,-999,-999,4,Mujahedin,2,1,5054,5083,1059454,1300000,0,0,0,0,0,1,0,0,3
1989,698,Afghanistan vs. Mujahedin,1978,15000,15000,15000,1,6,1,1992,4,-999,-999,-999,-999,-999,-999,-999,4,Mujahedin,2,1,5054,5083,1059454,1300000,0,0,0,0,0,1,0,0,3
1990,698,Afghanistan vs. Mujahedin,1978,7000,7000,7000,1,6,1,1992,4,-999,-999,-999,-999,-999,-999,-999,4,Mujahedin,2,1,5054,5083,1059454,1300000,0,0,0,0,0,1,0,0,3
1991,698,Afghanistan vs. Mujahedin,1978,7000,7000,7000,1,6,1,1992,4,-999,-999,-999,-999,-999,-999,-999,4,Mujahedin,2,1,5054,5083,1059454,1300000,0,0,0,0,0,1,0,0,3
1992,698,Afghanistan vs. Mujahedin,1978,7000,7000,7000,1,6,1,1992,4,-999,-999,-999,-999,-999,-999,-999,4,Mujahedin,2,1,5054,5083,1059454,1300000,0,0,0,0,0,1,0,0,3
1978,699,Iran vs. Anti-Shah Coalition,1978,1600,1600,1600,1,9,3,1979,12,31,-999,-999,-999,-999,-999,-999,4,Anti-Shah Coalition,2,0,485,485,7500,-999,0,0,0,0,0,1,0,0,3
